HREF,ID,BRAND,NAME,OLD_PRICE,NEW_PRICE,DESC,DATE_SCRAPED,FAILMSG
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_162&products_id=2255&zenid=2asqpvnj7t4amotjglrhunjbg0,2255,SKII,Skin Signature 3D Redefining Mask (1pc),S$32.00,S$14.00,"
									


									


																		

56% SAVING

Retail Price: S$ 32.00 (1pc)





This mask by SK-II leads to a noticeably lifted and contoured look and with a new 3D stretch design it has been created to closely fit the face to activate key facial points with an immediate appearance lifting effect. In the moment of mask removal you can feel the difference, with continuous use of 2 masks per week, it leads to visibly firmer and smoother skin with radiance from within skin's surface.






APPLICATION GUIDE


Place upper mask on forehead and lower mask on chin. Stretch to side of ear area. Press firmly by spreading under eyes. Gently pad the entire face with palm. Leave for 5-10 minutes.																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_149_150&products_id=16786&zenid=2asqpvnj7t4amotjglrhunjbg0,16786,SKII,Cellumination Deep Surge EX (15g),S$62.10,S$27.00,"
									


									


																		

4% SAVING

Retail Price: S$ 62.10 (15g)

This daily moisturiser is infused with a unique active whitening   ingredient, De-Melano P3C, that works to balance your skin tone from   within to unleash your skin’s translucent aura.





How to use :


After washing your face, condition your skin with Facial Treatment   Essence and Cellumination Essence. Then place pearl-sized amount of   Cellumination Deep Surge on the forehead, cheeks and chin, spreading it   evenly over the entire face.


																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_162&products_id=2247&zenid=2asqpvnj7t4amotjglrhunjbg0,2247,SKII,Whitening Source Derm Revival Mask (1pc),S$25.00,S$14.00,"
									


									


																		

44% SAVING

Retail Price: S$ 25.00 (1pc)

Whitening Source Derm-Revival Mask contains DMT Blocker, an advanced complex containing Pitera®, Vitamin C derivative and Niacinamide; Inositol, a skin conditioning agent. SK-II's unique stretchable mask is designed to hold the maximum amount of juice and to deliver it effectively to the skin. The action of stretching the mask activates its multiple layers, creating a delivery system that continuously drives the juice deep into the epidermis. The pressure of the mask against the skin also helps to enhance delivery of the
whitening actives.


HOW TO USE


Place the top portion of the mask on the forehead so that it completely covers the forehead area and fits closely around the contours of your brow bone. Place the bottom portion of the mask on the chin and stretch it to just in front of the ear area. For a better fit, spread the mask under the eye area and pull it up at the slits of the mask. Gently pat the entire face with the palm of your hands. Leave it for 10 to 15 minutes before removing it gently. 

																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_161_162&products_id=2294&zenid=2asqpvnj7t4amotjglrhunjbg0,2294,SKII,Facial Treatment Mask (1pc),S$19.00,S$13.00,"
									


									


																		

0% SAVING

Retail Price: S$ 19.00 (1pc)





An intensive moisture-boosting mask which gives you 10 times Pitera®, to help restore skin renewal to its normal 28-day cycle. Deeply hydrates your skin, just like a facial, leaving skin noticeably more radiant, soft and crystal clear.





HOW TO USE:


Place mask onto eye area first, then carefully spread it to the rest of face using fingertips. Make sure mask fits well onto skin, then relax. Remove mask after 10-15 minutes. 





																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_153_154&products_id=40319&zenid=2asqpvnj7t4amotjglrhunjbg0,40319,SKII,Facial Treatment Repair C (Sachet) (2ml),S$11.00,S$2.20,"
									


									


																		

A nutrient-rich serum with a mix of concentrated Pitera™ and Hyaluronic acid, it reduces the appearance of 

wrinkles

 and roughness to refine 

skin texture

 and elasticity. Skin is deeply moisturized for 24 hours, and you experience the same luxurious feeling as if wearing a 

treatment mask

 all day.





  

Texture:


  

A small amount of this gel-type serum spreads evenly onto the face.




																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_145_146&products_id=5899&zenid=2asqpvnj7t4amotjglrhunjbg0,5899,KOSE,Sekkisei Lotion (24ml),S$10.00,S$9.00,"
									


									


																		

10% SAVING

Retail Price: S$ 10.00 (24ml)



A mild, refreshing tonic that penetrates instantly to get rid of  dullness and promotes an even, refined skin tone. The herbal extracts  provide brightening, anti-inflammatory, refining, and moisturizing  benefits.


  


  Use as a toner morning and evening after cleansing.  Generously soak a cotton pad and pat gently over face.  For increased effectiveness use with Lotion Mask, 1-2 times a week 


  


Herbal Extracts: Coix Seed Extract, Angelica Extract, Melothria Extract, Licorice Extract.
																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_149_150&products_id=39413&zenid=2asqpvnj7t4amotjglrhunjbg0,39413,SKII,R.N.A Power Radical New Age (15g),S$35.10,S$27.00,"
									


									


																		

23% SAVING

Retail Price: S$ 35.10 (15g)

R.N.A. Power Cream is powered by SK-II’s unique new Pitera™ x Radical New Age Complex, which works to activate firmness from every angle: lengthwise firmness results in an improved appearance of wrinkles and visible lines, while crosswise firmness results in less visible pores.

 

R.N.A. Power Cream is a moisturizing cream that gives skin firmness from every angle, making it firmer, smoother, tighter, and more radiant with continuous use.

 

After 10 days: Noticeable improvement in multiple signs of aging, including increased hydration and firmness, smoother texture, better elasticity, and improvements in dullness and the appearance of wrinkles

																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_145_146&products_id=25110&zenid=2asqpvnj7t4amotjglrhunjbg0,25110,SKII,Facial Treatment Clear Lotion (30ml),S$33.80,S$16.00,"
									


									


																		

53% SAVING

Retail Price: S$ 33.80 (30ml)

 Containing AHA, this wipe-off clarifying lotion gently removes dirt and  dead skin cells while preparing skin for optimal nutrient absorption.  Leaving skin clean, lively and perfectly conditioned.

How to use:

Soak a cotton pad with lotion and gently wipe over T-zone, followed by U-zone and neck. Avoid eye area.

																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_141_142&products_id=9104&zenid=2asqpvnj7t4amotjglrhunjbg0,9104,SKII,Facial Treatment Gentle Cleanser (20g),S$14.80,S$10.00,"
									


									


																		





Facial Treatment Gentle Cleanser cares for your skin while it cleanses. It contains Concentrated Pitera and Mild Treatment Essence that leaves your skin hydrated even 30 minutes after cleansing. Work up a fine-textured lather and enjoy its mild rose scent. 





How to use


Wet the face with lukewarm water, then put 2-3 cm of Cleanser on the palm and add small amount of water. Lather well to crate gentle cleansing foam. Spread the cream foam entire face with gentle stroke from lower to upper part of face. Take best care around the nose area. Rise of with lukewarm water.																		


								",'2017-05-23,
http://sg.bestbuy-world.com/index.php?main_page=product_info&cPath=140_157_158&products_id=3293&zenid=2asqpvnj7t4amotjglrhunjbg0,3293,SKII,Signs Eye Mask (1pair),S$8.30,S$6.50,"
									


									


																		

22% SAVING

Retail Price: S$ 8.30 (1pair)





Anti-Ageing Reviving Eye Mask. Smoothes fine lines. Hydrates deeply. Revives eye area. A soft cotton mask, drenched in moisturisers enhanced with Pitera and an exclusiveCell Treatment Complex including a combination of vitamins B3, E and Pro-Vitamin B5, specifically designed to help reduce the look of fine lines around the eye. 







HOW TO USE:


Place mask with the film-cover side up, the broader end meeting the outer corner of the eye. Remove film. Leave mask on for approximately 10 minutes.																		


								",'2017-05-23,
