failmsg,href,image_urls,name,ops,removed,side,time,timestamp
,https://twilightstrategy.com/2011/12/12/five-year-plan/,https://twilightstrategy.files.wordpress.com/2012/01/five-year-plan.jpg?w=640,Five Year Plan, 3, No, US, Early War,2017-05-22 16:26:26.370410
,https://twilightstrategy.com/2013/01/10/yuri-and-samantha/,https://twilightstrategy.files.wordpress.com/2012/01/yuri-and-samantha.jpg?w=640,Yuri and Samantha, 2, Yes, USSR, Late War,2017-05-22 16:26:26.402933
,https://twilightstrategy.com/2013/01/14/awacs-sale-to-saudis/,https://twilightstrategy.files.wordpress.com/2012/01/awacs-sale-to-saudis.jpg?w=640,AWACS Sale to Saudis, 3, Yes, US, Late War,2017-05-22 16:26:26.446442
,https://twilightstrategy.com/2012/11/28/our-man-in-tehran/,https://twilightstrategy.files.wordpress.com/2012/01/our-man-in-tehran.jpg?w=640,Our Man in Tehran, 2, Yes, US, Mid War,2017-05-22 16:26:26.723013
,https://twilightstrategy.com/2012/11/27/che/,https://twilightstrategy.files.wordpress.com/2012/01/che.jpg?w=640,Che, 3, No, USSR, Mid War,2017-05-22 16:26:26.792081
,https://twilightstrategy.com/2012/07/25/norad/,https://twilightstrategy.files.wordpress.com/2012/01/norad.jpg?w=640,NORAD, 3, Yes, US, Early War,2017-05-22 16:26:26.968684
,https://twilightstrategy.com/2012/07/18/special-relationship/,https://twilightstrategy.files.wordpress.com/2012/01/special-relationship.jpg?w=640,Special Relationship, 2, No, US, Early War,2017-05-22 16:26:27.073758
,https://twilightstrategy.com/2012/07/11/the-cambridge-five/,https://twilightstrategy.files.wordpress.com/2012/01/the-cambridge-five.jpg?w=640,The Cambridge Five, 2, No, USSR, Early War,2017-05-22 16:26:27.112785
,https://twilightstrategy.com/2013/01/08/solidarity/,https://twilightstrategy.files.wordpress.com/2012/01/solidarity.jpg?w=640,Solidarity, 2, Yes, US, Late War,2017-05-22 16:26:27.137304
,https://twilightstrategy.com/2013/01/09/iran-iraq-war/,https://twilightstrategy.files.wordpress.com/2012/01/iran-iraq-war.jpg?w=640,Iran-Iraq War, 2, Yes, Neutral, Late War,2017-05-22 16:26:27.205354
,https://twilightstrategy.com/2013/01/07/wargames/,https://twilightstrategy.files.wordpress.com/2012/01/wargames.jpg?w=640,Wargames, 4, Yes, Neutral, Late War,2017-05-22 16:26:27.253389
,https://twilightstrategy.com/2013/01/04/pershing-ii-deployed/,https://twilightstrategy.files.wordpress.com/2012/01/pershing-ii-deployed.jpg?w=640,Pershing II Deployed, 3, Yes, USSR, Late War,2017-05-22 16:26:27.338447
,https://twilightstrategy.com/2013/01/03/aldrich-ames-remix/,https://twilightstrategy.files.wordpress.com/2012/01/aldrich-ames-remix.jpg?w=640,Aldrich Ames Remix, 3, Yes, USSR, Late War,2017-05-22 16:26:27.461033
,https://twilightstrategy.com/2012/12/20/tear-down-this-wall/,https://twilightstrategy.files.wordpress.com/2012/01/tear-down-this-wall.jpg?w=640,Tear Down This Wall, 3, Yes, US, Late War,2017-05-22 16:26:27.538587
,https://twilightstrategy.com/2012/12/21/an-evil-empire/,https://twilightstrategy.files.wordpress.com/2012/01/an-evil-empire.jpg?w=640,“An Evil Empire”, 3, Yes, US, Late War,2017-05-22 16:26:27.562107
,https://twilightstrategy.com/2012/12/18/chernobyl/,https://twilightstrategy.files.wordpress.com/2012/01/chernobyl.jpg?w=640,Chernobyl, 3, Yes, US, Late War,2017-05-22 16:26:27.695200
,https://twilightstrategy.com/2012/12/19/latin-american-debt-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/latin-american-debt-crisis.jpg?w=640,Latin American Debt Crisis, 2, No, USSR, Late War,2017-05-22 16:26:27.742235
,https://twilightstrategy.com/2012/12/14/terrorism/,https://twilightstrategy.files.wordpress.com/2012/01/terrorism.jpg?w=640,Terrorism, 2, No, Neutral, Mid War,2017-05-22 16:26:27.833299
,https://twilightstrategy.com/2012/12/17/iran-contra-scandal/,https://twilightstrategy.files.wordpress.com/2012/01/iran-contra-scandal.jpg?w=640,Iran-Contra Scandal, 2, Yes, USSR, Late War,2017-05-22 16:26:27.929366
,https://twilightstrategy.com/2012/12/13/ortega-elected-in-nicaragua/,https://twilightstrategy.files.wordpress.com/2012/01/ortega-elected-in-nicaragua.jpg?w=640,Ortega Elected in Nicaragua, 2, Yes, USSR, Late War,2017-05-22 16:26:27.994412
,https://twilightstrategy.com/2012/12/10/marine-barracks-bombing/,https://twilightstrategy.files.wordpress.com/2012/01/marine-barracks-bombing.jpg?w=640,Marine Barracks Bombing, 2, Yes, USSR, Late War,2017-05-22 16:26:28.213049
,https://twilightstrategy.com/2012/12/11/soviets-shoot-down-kal-007/,https://twilightstrategy.files.wordpress.com/2012/01/soviets-shoot-down-kal-7.jpg?w=640,Soviets Shoot Down KAL-007, 4, Yes, US, Late War,2017-05-22 16:26:28.294149
,https://twilightstrategy.com/2012/12/12/glasnost/,https://twilightstrategy.files.wordpress.com/2012/01/glasnost.jpg?w=640,Glasnost, 4, Yes, USSR, Late War,2017-05-22 16:26:28.326671
,https://twilightstrategy.com/2012/12/07/the-reformer/,https://twilightstrategy.files.wordpress.com/2012/01/the-reformer.jpg?w=640,The Reformer, 3, Yes, USSR, Late War,2017-05-22 16:26:28.471275
,https://twilightstrategy.com/2012/12/05/star-wars/,https://twilightstrategy.files.wordpress.com/2012/01/star-wars.jpg?w=640,Star Wars, 2, Yes, US, Late War,2017-05-22 16:26:28.538823
,https://twilightstrategy.com/2012/12/06/north-sea-oil/,https://twilightstrategy.files.wordpress.com/2012/01/north-sea-oil.jpg?w=640,North Sea Oil, 3, Yes, US, Late War,2017-05-22 16:26:28.693166
,https://twilightstrategy.com/2012/12/04/reagan-bombs-libya/,https://twilightstrategy.files.wordpress.com/2012/01/reagan-bombs-libya.jpg?w=640,Reagan Bombs Libya, 2, Yes, US, Late War,2017-05-22 16:26:28.770240
,https://twilightstrategy.com/2012/12/03/the-iron-lady/,https://twilightstrategy.files.wordpress.com/2012/01/the-iron-lady.jpg?w=640,The Iron Lady, 3, Yes, US, Late War,2017-05-22 16:26:29.105876
,https://twilightstrategy.com/2012/08/15/regions-south-america/,https://twilightstrategy.files.wordpress.com/2012/01/south-america-scoring.jpg?w=640,Regions: South America,,,,,2017-05-22 16:26:29.158411
,https://twilightstrategy.com/2012/11/30/iranian-hostage-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/iranian-hostage-crisis.jpg?w=640,Iranian Hostage Crisis, 3, Yes, USSR, Late War,2017-05-22 16:26:29.181427
,https://twilightstrategy.com/2012/11/26/one-small-step/,https://twilightstrategy.files.wordpress.com/2012/01/one-small-step.jpg?w=640,“One Small Step…”, 2, No, Neutral, Mid War,2017-05-22 16:26:29.306516
,https://twilightstrategy.com/2012/11/23/alliance-for-progress/,https://twilightstrategy.files.wordpress.com/2012/01/alliance-for-progress.jpg?w=640,Alliance for Progress, 3, Yes, US, Mid War,2017-05-22 16:26:29.342542
,https://twilightstrategy.com/2012/04/11/regions-africa/,https://twilightstrategy.files.wordpress.com/2012/01/africa-scoring.jpg?w=640,Regions: Africa,,,,,2017-05-22 16:26:29.377566
,https://twilightstrategy.com/2012/11/21/ask-not-what-your-country-can-do-for-you/,https://twilightstrategy.files.wordpress.com/2012/01/ask-not-what-your-country.jpg?w=640,“Ask Not What Your Country Can Do For You…”, 3, Yes, US, Mid War,2017-05-22 16:26:29.424099
,https://twilightstrategy.com/2012/11/20/ussuri-river-skirmish/,https://twilightstrategy.files.wordpress.com/2012/01/ussuri-river-skirmish.jpg?w=640,Ussuri River Skirmish, 3, Yes, US, Mid War,2017-05-22 16:26:29.464127
,https://twilightstrategy.com/2012/11/19/liberation-theology/,https://twilightstrategy.files.wordpress.com/2012/01/liberation-theology.jpg?w=640,Liberation Theology, 2, No, USSR, Mid War,2017-05-22 16:26:29.506158
,https://twilightstrategy.com/2012/11/13/nixon-plays-the-china-card/,https://twilightstrategy.files.wordpress.com/2012/01/nixon-plays-the-china-card.jpg?w=640,Nixon Plays the China Card, 2, Yes, US, Mid War,2017-05-22 16:26:31.166746
,https://twilightstrategy.com/2012/11/14/sadat-expels-soviets/,https://twilightstrategy.files.wordpress.com/2012/01/sadat-expels-soviets.jpg?w=640,Sadat Expels Soviets, 1, Yes, US, Mid War,2017-05-22 16:26:31.732632
,https://twilightstrategy.com/2012/11/09/latin-american-death-squads/,https://twilightstrategy.files.wordpress.com/2012/01/latin-american-death-squads.jpg?w=640,Latin American Death Squads, 2, No, Neutral, Mid War,2017-05-22 16:26:31.756653
,https://twilightstrategy.com/2012/11/08/john-paul-ii-elected-pope/,https://twilightstrategy.files.wordpress.com/2012/01/john-paul-ii-elected-pope.jpg?w=640,John Paul II Elected Pope, 2, Yes, US, Mid War,2017-05-22 16:26:31.775163
,https://twilightstrategy.com/2012/11/16/the-voice-of-america/,https://twilightstrategy.files.wordpress.com/2012/01/the-voice-of-america.jpg?w=640,The Voice of America, 2, No, US, Mid War,2017-05-22 16:26:31.799680
,https://twilightstrategy.com/2012/11/15/shuttle-diplomacy/,https://twilightstrategy.files.wordpress.com/2012/01/shuttle-diplomacy.jpg?w=640,Shuttle Diplomacy, 3, No, US, Mid War,2017-05-22 16:26:31.827199
,https://twilightstrategy.com/2012/11/12/oas-founded/,https://twilightstrategy.files.wordpress.com/2012/01/oas-founded.jpg?w=640,OAS Founded, 1, Yes, US, Mid War,2017-05-22 16:26:31.854720
,https://twilightstrategy.com/2012/11/06/puppet-governments/,https://twilightstrategy.files.wordpress.com/2012/01/puppet-governments.jpg?w=640,Puppet Governments, 2, Yes, US, Mid War,2017-05-22 16:26:32.258367
,https://twilightstrategy.com/2012/11/07/grain-sales-to-soviets/,https://twilightstrategy.files.wordpress.com/2012/01/grain-sales-to-soviets.jpg?w=640,Grain Sales to Soviets, 2, No, US, Mid War,2017-05-22 16:26:35.151903
,https://twilightstrategy.com/2012/10/25/flower-power/,https://twilightstrategy.files.wordpress.com/2012/01/flower-power.jpg?w=640,Flower Power, 4, Yes, USSR, Mid War,2017-05-22 16:26:35.662438
,https://twilightstrategy.com/2012/11/01/colonial-rear-guards/,https://twilightstrategy.files.wordpress.com/2012/01/colonial-rear-guards.jpg?w=640,Colonial Rear Guards, 2, No, US, Mid War,2017-05-22 16:26:35.730979
,https://twilightstrategy.com/2012/11/05/camp-david-accords/,https://twilightstrategy.files.wordpress.com/2012/01/camp-david-accords.jpg?w=640,Camp David Accords, 2, Yes, US, Mid War,2017-05-22 16:26:35.775384
,https://twilightstrategy.com/2012/10/29/opec/,https://twilightstrategy.files.wordpress.com/2012/01/opec.jpg?w=640,OPEC, 3, No, USSR, Mid War,2017-05-22 16:26:35.820435
,https://twilightstrategy.com/2012/10/26/u-2-incident/,https://twilightstrategy.files.wordpress.com/2012/01/u2-incident.jpg?w=640,U-2 Incident, 3, Yes, USSR, Mid War,2017-05-22 16:26:35.843432
,https://twilightstrategy.com/2012/11/02/panama-canal-returned/,https://twilightstrategy.files.wordpress.com/2012/01/panama-canal-returned.jpg?w=640,Panama Canal Returned, 1, Yes, US, Mid War,2017-05-22 16:26:35.861965
,https://twilightstrategy.com/2012/10/24/cultural-revolution/,https://twilightstrategy.files.wordpress.com/2012/01/cultural-revolution.jpg?w=640,Cultural Revolution, 3, Yes, USSR, Mid War,2017-05-22 16:26:35.897975
,https://twilightstrategy.com/2012/10/30/lone-gunman/,https://twilightstrategy.files.wordpress.com/2012/01/lone-gunman.jpg?w=640,Lone Gunman, 1, Yes, USSR, Mid War,2017-05-22 16:26:35.935139
,https://twilightstrategy.com/2012/10/23/abm-treaty/,https://twilightstrategy.files.wordpress.com/2012/01/abm-treaty.jpg?w=640,ABM Treaty, 4, No, Neutral, Mid War,2017-05-22 16:26:36.344940
,https://twilightstrategy.com/2012/10/19/muslim-revolution/,https://twilightstrategy.files.wordpress.com/2012/01/muslim-revolution.jpg?w=640,Muslim Revolution, 4, No, USSR, Mid War,2017-05-22 16:26:36.469530
,https://twilightstrategy.com/2012/10/18/willy-brandt/,https://twilightstrategy.files.wordpress.com/2012/01/willy-brandt.jpg?w=640,Willy Brandt, 2, Yes, USSR, Mid War,2017-05-22 16:26:36.491556
,https://twilightstrategy.com/2012/10/10/we-will-bury-you/,https://twilightstrategy.files.wordpress.com/2012/01/we-will-bury-you.jpg?w=640,We Will Bury You, 4, Yes, USSR, Mid War,2017-05-22 16:26:36.584112
,https://twilightstrategy.com/2012/10/15/portuguese-empire-crumbles/,https://twilightstrategy.files.wordpress.com/2012/01/portuguese-empire-crumbles.jpg?w=640,Portuguese Empire Crumbles, 2, Yes, USSR, Mid War,2017-05-22 16:26:36.620637
,https://twilightstrategy.com/2012/10/17/allende/,https://twilightstrategy.files.wordpress.com/2012/01/allende.jpg?w=640,Allende, 1, Yes, USSR, Mid War,2017-05-22 16:26:36.643653
,https://twilightstrategy.com/2012/10/12/brezhnev-doctrine/,https://twilightstrategy.files.wordpress.com/2012/01/brezhnev-doctrine.jpg?w=640,Brezhnev Doctrine, 3, Yes, USSR, Mid War,2017-05-22 16:26:36.679677
,https://twilightstrategy.com/2012/10/16/south-african-unrest/,https://twilightstrategy.files.wordpress.com/2012/01/south-african-unrest.jpg?w=640,South African Unrest, 2, No, USSR, Mid War,2017-05-22 16:26:36.731214
,https://twilightstrategy.com/2012/10/03/kitchen-debates/,https://twilightstrategy.files.wordpress.com/2012/01/kitchen-debates.jpg?w=640,Kitchen Debates, 1, Yes, US, Mid War,2017-05-22 16:26:36.910833
,https://twilightstrategy.com/2012/10/08/missile-envy/,https://twilightstrategy.files.wordpress.com/2012/01/missile-envy.jpg?w=640,Missile Envy, 2, No, Neutral, Mid War,2017-05-22 16:26:36.997858
,https://twilightstrategy.com/2012/09/26/how-i-learned-to-stop-worrying/,https://twilightstrategy.files.wordpress.com/2012/01/how-i-learned-to-stop-worrying.jpg?w=640,How I Learned to Stop Worrying, 2, Yes, Neutral, Mid War,2017-05-22 16:26:37.058140
,https://twilightstrategy.com/2012/09/24/summit/,https://twilightstrategy.files.wordpress.com/2012/01/summit.jpg?w=640,Summit, 1, No, Neutral, Mid War,2017-05-22 16:26:37.219240
,https://twilightstrategy.com/2012/09/19/bear-trap/,https://twilightstrategy.files.wordpress.com/2012/01/bear-trap.jpg?w=640,Bear Trap, 3, Yes, US, Mid War,2017-05-22 16:26:37.432765
,https://twilightstrategy.com/2012/09/17/salt-negotiations/,https://twilightstrategy.files.wordpress.com/2012/01/salt-negotiations.jpg?w=640,SALT Negotiations, 3, Yes, Neutral, Mid War,2017-05-22 16:26:37.467276
,https://twilightstrategy.com/2012/09/05/arms-race/,https://twilightstrategy.files.wordpress.com/2012/01/arms-race.jpg?w=640,Arms Race, 3, No, Neutral, Mid War,2017-05-22 16:26:37.643431
,https://twilightstrategy.com/2012/09/10/nuclear-subs/,https://twilightstrategy.files.wordpress.com/2012/01/nuclear-subs.jpg?w=640,Nuclear Subs, 2, Yes, US, Mid War,2017-05-22 16:26:37.693628
,https://twilightstrategy.com/2012/09/06/cuban-missile-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/cuban-missile-crisis.jpg?w=640,Cuban Missile Crisis, 3, Yes, Neutral, Mid War,2017-05-22 16:26:37.717641
,https://twilightstrategy.com/2012/09/04/regions-southeast-asia/,https://twilightstrategy.files.wordpress.com/2012/01/southeast-asia-scoring.jpg?w=640,Regions: Southeast Asia,,,,,2017-05-22 16:26:37.779173
,https://twilightstrategy.com/2012/09/12/quagmire/,https://twilightstrategy.files.wordpress.com/2012/01/quagmire.jpg?w=640,Quagmire, 3, Yes, USSR, Mid War,2017-05-22 16:26:37.987836
,https://twilightstrategy.com/2012/10/01/junta/,https://twilightstrategy.files.wordpress.com/2012/01/junta.jpg?w=640,Junta, 2, No, Neutral, Mid War,2017-05-22 16:26:38.019360
,https://twilightstrategy.com/2012/07/09/defectors/,https://twilightstrategy.files.wordpress.com/2012/01/defectors.jpg?w=640,Defectors, 2, No, US, Early War,2017-05-22 16:26:38.334580
,https://twilightstrategy.com/2012/09/04/regions-central-america/,https://twilightstrategy.files.wordpress.com/2012/01/central-america-scoring.jpg?w=640,Regions: Central America,,,,,2017-05-22 16:26:38.433525
,https://twilightstrategy.com/2012/09/04/brush-war/,https://twilightstrategy.files.wordpress.com/2012/01/brush-war.jpg?w=640,Brush War, 3, No, Neutral, Mid War,2017-05-22 16:26:38.597714
,https://twilightstrategy.com/2012/07/02/formosan-resolution/,https://twilightstrategy.files.wordpress.com/2012/01/formosan-resolution.jpg?w=640,Formosan Resolution, 2, Yes, US, Early War,2017-05-22 16:26:38.788349
,https://twilightstrategy.com/2012/06/11/nuclear-test-ban/,https://twilightstrategy.files.wordpress.com/2012/01/nuclear-test-ban.jpg?w=640,Nuclear Test Ban, 4, No, Neutral, Early War,2017-05-22 16:26:38.826877
,https://twilightstrategy.com/2012/05/29/de-stalinization/,https://twilightstrategy.files.wordpress.com/2012/01/de-stalinization.jpg?w=640,De-Stalinization, 3, Yes, USSR, Early War,2017-05-22 16:26:38.866904
,https://twilightstrategy.com/2012/04/23/red-scarepurge/,https://twilightstrategy.files.wordpress.com/2012/01/red-scare-purge.jpg?w=640,Red Scare/Purge, 4, No, Neutral, Early War,2017-05-22 16:26:38.960471
,https://twilightstrategy.com/2012/05/07/un-intervention/,https://twilightstrategy.files.wordpress.com/2012/01/un-intervention.jpg?w=640,UN Intervention, 1, No, Neutral, Early War,2017-05-22 16:26:38.999998
,https://twilightstrategy.com/2012/04/05/decolonization/,https://twilightstrategy.files.wordpress.com/2012/01/decolonization.jpg?w=640,Decolonization, 2, No, USSR, Early War,2017-05-22 16:26:39.077561
,https://twilightstrategy.com/2012/04/02/east-european-unrest/,https://twilightstrategy.files.wordpress.com/2012/01/east-european-unrest.jpg?w=640,East European Unrest, 3, No, US, Early War,2017-05-22 16:26:42.231304
,https://twilightstrategy.com/2012/03/29/suez-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/suez-crisis.jpg?w=640,Suez Crisis, 3, Yes, USSR, Early War,2017-05-22 16:26:42.250787
,https://twilightstrategy.com/2012/03/13/independent-reds/,https://twilightstrategy.files.wordpress.com/2012/01/independent-reds.jpg?w=640,Independent Reds, 2, Yes, US, Early War,2017-05-22 16:26:42.764178
,https://twilightstrategy.com/2012/03/19/indo-pakistani-war/,https://twilightstrategy.files.wordpress.com/2012/01/indo-pakistani-war.jpg?w=640,Indo-Pakistani War, 2, No, Neutral, Early War,2017-05-22 16:26:42.809209
,https://twilightstrategy.com/2012/03/20/containment/,https://twilightstrategy.files.wordpress.com/2012/01/containment.jpg?w=640,Containment, 3, Yes, US, Early War,2017-05-22 16:26:42.852764
,https://twilightstrategy.com/2012/03/16/marshall-plan/,https://twilightstrategy.files.wordpress.com/2012/01/marshall-plan.jpg?w=640,Marshall Plan, 4, Yes, US, Early War,2017-05-22 16:26:42.872760
,https://twilightstrategy.com/2012/03/12/nato/,https://twilightstrategy.files.wordpress.com/2012/01/nato.jpg?w=640,NATO, 4, Yes, US, Early War,2017-05-22 16:26:42.960318
,https://twilightstrategy.com/2012/03/12/olympic-games/,https://twilightstrategy.files.wordpress.com/2012/01/olympic-games.jpg?w=640,Olympic Games, 2, No, Neutral, Early War,2017-05-22 16:26:43.017858
,https://twilightstrategy.com/2012/03/27/usjapan-mutual-defense-pact/,https://twilightstrategy.files.wordpress.com/2012/01/us-japan-mutual-defense-pact.jpg?w=640,US/Japan Mutual Defense Pact, 4, Yes, US, Early War,2017-05-22 16:26:43.108423
,https://twilightstrategy.com/2012/03/26/cia-created/,https://twilightstrategy.files.wordpress.com/2012/01/cia-created.jpg?w=640,CIA Created, 1, Yes, US, Early War,2017-05-22 16:26:43.206627
,https://twilightstrategy.com/2012/02/13/regions-middle-east/,https://twilightstrategy.files.wordpress.com/2012/01/middle-east-scoring.jpg?w=640,Regions: Middle East,,,,,2017-05-22 16:26:43.367738
,https://twilightstrategy.com/2011/12/12/regions-europe/,https://twilightstrategy.files.wordpress.com/2012/01/europe-scoring.jpg?w=640,Regions: Europe,,,,,2017-05-22 16:26:43.424779
,https://twilightstrategy.com/2011/12/12/duck-and-cover/,https://twilightstrategy.files.wordpress.com/2012/01/duck-and-cover.jpg?w=640,Duck and Cover, 3, No, US, Early War,2017-05-22 16:26:43.461808
