failmsg,href,image_urls,images,name,ops,removed,side,time,timestamp
,https://twilightstrategy.com/2012/09/04/regions-central-america/,https://twilightstrategy.files.wordpress.com/2012/01/central-america-scoring.jpg?w=640,,Regions: Central America,,,,,2017-05-22 16:34:02.660381
,https://twilightstrategy.com/2012/09/04/regions-southeast-asia/,https://twilightstrategy.files.wordpress.com/2012/01/southeast-asia-scoring.jpg?w=640,,Regions: Southeast Asia,,,,,2017-05-22 16:34:02.880038
,https://twilightstrategy.com/2012/09/06/cuban-missile-crisis/,https://twilightstrategy.files.wordpress.com/2012/01/cuban-missile-crisis.jpg?w=640,,Cuban Missile Crisis, 3, Yes, Neutral, Mid War,2017-05-22 16:34:03.127159
,https://twilightstrategy.com/2012/09/05/arms-race/,https://twilightstrategy.files.wordpress.com/2012/01/arms-race.jpg?w=640,,Arms Race, 3, No, Neutral, Mid War,2017-05-22 16:34:03.171380
,https://twilightstrategy.com/2012/03/12/nato/,https://twilightstrategy.files.wordpress.com/2012/01/nato.jpg?w=640,,NATO, 4, Yes, US, Early War,2017-05-22 16:34:03.551933
,https://twilightstrategy.com/2012/03/16/marshall-plan/,https://twilightstrategy.files.wordpress.com/2012/01/marshall-plan.jpg?w=640,,Marshall Plan, 4, Yes, US, Early War,2017-05-22 16:34:03.695400
,https://twilightstrategy.com/2012/03/19/indo-pakistani-war/,https://twilightstrategy.files.wordpress.com/2012/01/indo-pakistani-war.jpg?w=640,,Indo-Pakistani War, 2, No, Neutral, Early War,2017-05-22 16:34:03.871601
,https://twilightstrategy.com/2012/03/13/independent-reds/,https://twilightstrategy.files.wordpress.com/2012/01/independent-reds.jpg?w=640,,Independent Reds, 2, Yes, US, Early War,2017-05-22 16:34:04.189946
,https://twilightstrategy.com/2012/02/24/de-gaulle-leads-france/,https://twilightstrategy.files.wordpress.com/2012/01/de-gaulle-leads-france.jpg?w=640,,De Gaulle Leads France, 3, Yes, USSR, Early War,2017-05-22 16:34:04.580190
,https://twilightstrategy.com/2012/03/12/olympic-games/,https://twilightstrategy.files.wordpress.com/2012/01/olympic-games.jpg?w=640,,Olympic Games, 2, No, Neutral, Early War,2017-05-22 16:34:04.731779
,https://twilightstrategy.com/2012/02/27/captured-nazi-scientist/,https://twilightstrategy.files.wordpress.com/2012/01/captured-nazi-scientist.jpg?w=640,,Captured Nazi Scientist, 1, Yes, Neutral, Early War,2017-05-22 16:34:04.920342
,https://twilightstrategy.com/2012/03/02/truman-doctrine/,https://twilightstrategy.files.wordpress.com/2012/01/truman-doctrine.jpg?w=640,,Truman Doctrine, 1, Yes, US, Early War,2017-05-22 16:34:04.971412
,https://twilightstrategy.com/2012/02/20/warsaw-pact-formed/,https://twilightstrategy.files.wordpress.com/2012/01/warsaw-pact-formed.jpg?w=640,,Warsaw Pact Formed, 3, Yes, USSR, Early War,2017-05-22 16:34:05.155551
,https://twilightstrategy.com/2012/01/16/arab-israeli-war/,https://twilightstrategy.files.wordpress.com/2012/01/arab-israeli-war.jpg?w=640,,Arab-Israeli War,,,,"1948–49, 1956, 1967, 1968-1970, 1973, 1982",2017-05-22 16:34:05.566216
,https://twilightstrategy.com/2012/01/02/romanian-abdication/,https://twilightstrategy.files.wordpress.com/2012/01/romanian-abdication.jpg?w=640,,Romanian Abdication, 1, Yes, USSR, Early War,2017-05-22 16:34:05.856074
,https://twilightstrategy.com/2012/02/06/nasser/,https://twilightstrategy.files.wordpress.com/2012/01/nasser.jpg?w=640,,Nasser, 1, Yes, USSR, Early War,2017-05-22 16:34:05.925179
,https://twilightstrategy.com/2012/01/24/comecon/,https://twilightstrategy.files.wordpress.com/2012/01/comecon.jpg?w=640,,Comecon,,,,1949–1991,2017-05-22 16:34:06.023270
,https://twilightstrategy.com/2011/12/25/korean-war/,https://twilightstrategy.files.wordpress.com/2012/01/korean-war.jpg?w=640,,Korean War, 2, Yes, USSR, Early War,2017-05-22 16:34:06.173626
,https://twilightstrategy.com/2011/12/19/blockade/,https://twilightstrategy.files.wordpress.com/2012/01/blockade.jpg?w=640,,Blockade, 1, Yes, USSR, Early War,2017-05-22 16:34:06.337528
,https://twilightstrategy.com/2011/12/16/vietnam-revolts/,https://twilightstrategy.files.wordpress.com/2012/01/vietnam-revolts.jpg?w=640,,Vietnam Revolts, 2, Yes, USSR, Early War,2017-05-22 16:34:06.368811
,https://twilightstrategy.com/2011/12/14/fidel/,https://twilightstrategy.files.wordpress.com/2012/01/fidel.jpg?w=640,,Fidel, 2, Yes, USSR, Early War,2017-05-22 16:34:06.463819
,https://twilightstrategy.com/2012/11/14/sadat-expels-soviets/,https://twilightstrategy.files.wordpress.com/2012/01/sadat-expels-soviets.jpg?w=640,,Sadat Expels Soviets, 1, Yes, US, Mid War,2017-05-22 16:34:06.498918
,https://twilightstrategy.com/2011/12/13/socialist-governments/,https://twilightstrategy.files.wordpress.com/2012/01/socialist-governments.jpg?w=640,,Socialist Governments, 3, No, USSR, Early War,2017-05-22 16:34:06.729298
,https://twilightstrategy.com/2011/12/12/duck-and-cover/,https://twilightstrategy.files.wordpress.com/2012/01/duck-and-cover.jpg?w=640,,Duck and Cover, 3, No, US, Early War,2017-05-22 16:34:07.251584
,https://twilightstrategy.com/2012/10/31/the-china-card/,https://twilightstrategy.files.wordpress.com/2012/01/the-china-card.jpg?w=640,,The China Card,,,,There are four main uses for the China Card:,2017-05-22 16:34:07.275601
,https://twilightstrategy.com/2011/12/12/five-year-plan/,https://twilightstrategy.files.wordpress.com/2012/01/five-year-plan.jpg?w=640,,Five Year Plan, 3, No, US, Early War,2017-05-22 16:34:07.290111
