HREF,TIMESTAMP,FAILMSG
https://twilightstrategy.com/2012/12/11/soviets-shoot-down-kal-007/,'2017-05-23,
https://twilightstrategy.com/2012/12/10/marine-barracks-bombing/,'2017-05-23,
https://twilightstrategy.com/2012/12/07/the-reformer/,'2017-05-23,
https://twilightstrategy.com/2012/12/04/reagan-bombs-libya/,'2017-05-23,
https://twilightstrategy.com/2012/12/03/the-iron-lady/,'2017-05-23,
https://twilightstrategy.com/2012/11/30/iranian-hostage-crisis/,'2017-05-23,
https://twilightstrategy.com/2012/08/15/regions-south-america/,'2017-05-23,
https://twilightstrategy.com/2012/11/26/one-small-step/,'2017-05-23,
https://twilightstrategy.com/2012/04/11/regions-africa/,'2017-05-23,
https://twilightstrategy.com/2012/11/23/alliance-for-progress/,'2017-05-23,
https://twilightstrategy.com/2012/11/21/ask-not-what-your-country-can-do-for-you/,'2017-05-23,
https://twilightstrategy.com/2012/11/20/ussuri-river-skirmish/,'2017-05-23,
https://twilightstrategy.com/2012/11/19/liberation-theology/,'2017-05-23,
https://twilightstrategy.com/2012/11/16/the-voice-of-america/,'2017-05-23,
https://twilightstrategy.com/2012/11/15/shuttle-diplomacy/,'2017-05-23,
https://twilightstrategy.com/2012/11/14/sadat-expels-soviets/,'2017-05-23,
https://twilightstrategy.com/2012/11/13/nixon-plays-the-china-card/,'2017-05-23,
https://twilightstrategy.com/2012/11/12/oas-founded/,'2017-05-23,
https://twilightstrategy.com/2012/11/09/latin-american-death-squads/,'2017-05-23,
https://twilightstrategy.com/2012/11/08/john-paul-ii-elected-pope/,'2017-05-23,
https://twilightstrategy.com/2012/11/07/grain-sales-to-soviets/,'2017-05-23,
https://twilightstrategy.com/2012/11/06/puppet-governments/,'2017-05-23,
https://twilightstrategy.com/2012/11/05/camp-david-accords/,'2017-05-23,
https://twilightstrategy.com/2012/11/02/panama-canal-returned/,'2017-05-23,
https://twilightstrategy.com/2012/11/01/colonial-rear-guards/,'2017-05-23,
https://twilightstrategy.com/2012/10/30/lone-gunman/,'2017-05-23,
https://twilightstrategy.com/2012/10/29/opec/,'2017-05-23,
https://twilightstrategy.com/2012/10/26/u-2-incident/,'2017-05-23,
https://twilightstrategy.com/2012/10/23/abm-treaty/,'2017-05-23,
https://twilightstrategy.com/2012/10/19/muslim-revolution/,'2017-05-23,
https://twilightstrategy.com/2012/10/18/willy-brandt/,'2017-05-23,
https://twilightstrategy.com/2012/10/17/allende/,'2017-05-23,
https://twilightstrategy.com/2012/10/16/south-african-unrest/,'2017-05-23,
https://twilightstrategy.com/2012/10/25/flower-power/,'2017-05-23,
https://twilightstrategy.com/2012/10/24/cultural-revolution/,'2017-05-23,
https://twilightstrategy.com/2012/10/15/portuguese-empire-crumbles/,'2017-05-23,
https://twilightstrategy.com/2012/10/12/brezhnev-doctrine/,'2017-05-23,
https://twilightstrategy.com/2012/10/10/we-will-bury-you/,'2017-05-23,
https://twilightstrategy.com/2012/10/08/missile-envy/,'2017-05-23,
https://twilightstrategy.com/2012/10/03/kitchen-debates/,'2017-05-23,
https://twilightstrategy.com/2012/10/01/junta/,'2017-05-23,
https://twilightstrategy.com/2012/09/26/how-i-learned-to-stop-worrying/,'2017-05-23,
https://twilightstrategy.com/2012/09/24/summit/,'2017-05-23,
https://twilightstrategy.com/2012/09/19/bear-trap/,'2017-05-23,
https://twilightstrategy.com/2012/09/17/salt-negotiations/,'2017-05-23,
https://twilightstrategy.com/2012/09/12/quagmire/,'2017-05-23,
https://twilightstrategy.com/2012/03/27/usjapan-mutual-defense-pact/,'2017-05-23,
https://twilightstrategy.com/2012/03/26/cia-created/,'2017-05-23,
https://twilightstrategy.com/2012/03/20/containment/,'2017-05-23,
https://twilightstrategy.com/2012/03/19/indo-pakistani-war/,'2017-05-23,
https://twilightstrategy.com/2012/03/16/marshall-plan/,'2017-05-23,
https://twilightstrategy.com/2012/03/13/independent-reds/,'2017-05-23,
https://twilightstrategy.com/2012/03/12/nato/,'2017-05-23,
https://twilightstrategy.com/2012/03/12/olympic-games/,'2017-05-23,
https://twilightstrategy.com/2012/03/02/truman-doctrine/,'2017-05-23,
https://twilightstrategy.com/2012/02/27/captured-nazi-scientist/,'2017-05-23,
https://twilightstrategy.com/2012/02/24/de-gaulle-leads-france/,'2017-05-23,
https://twilightstrategy.com/2012/02/20/warsaw-pact-formed/,'2017-05-23,
https://twilightstrategy.com/2012/02/06/nasser/,'2017-05-23,
https://twilightstrategy.com/2012/01/24/comecon/,'2017-05-23,
https://twilightstrategy.com/2012/01/16/arab-israeli-war/,'2017-05-23,
https://twilightstrategy.com/2012/01/02/romanian-abdication/,'2017-05-23,
https://twilightstrategy.com/2011/12/25/korean-war/,'2017-05-23,
https://twilightstrategy.com/2011/12/19/blockade/,'2017-05-23,
https://twilightstrategy.com/2011/12/16/vietnam-revolts/,'2017-05-23,
https://twilightstrategy.com/2011/12/14/fidel/,'2017-05-23,
https://twilightstrategy.com/2011/12/13/socialist-governments/,'2017-05-23,
https://twilightstrategy.com/2012/10/31/the-china-card/,'2017-05-23,
https://twilightstrategy.com/2011/12/12/five-year-plan/,'2017-05-23,
https://twilightstrategy.com/2011/12/12/duck-and-cover/,'2017-05-23,
https://twilightstrategy.com/2012/02/13/regions-middle-east/,'2017-05-23,
https://twilightstrategy.com/2011/12/12/regions-europe/,'2017-05-23,
