exhibitor_name,email
Couly-Dutheil S.A.,info@coulydutheil-chinon.com
Couleurs d'Aquitaine S.A.S.,contact@couleursdaquitaine.fr
Cottini Spa,info@cottinivini.com
Costa Stefanino di Costa Alessandro Azienda Agricola,
Costers del Priorat S.A.T.,info@costersdelpriorat.com
Corten-Vin Companie SRL,corten-vin@mail.ru
Cossetti Clemente & Figli S.r.l.,vini@cossetti.it
Cortes de Cima S.A.,wine@cortesdecima.pt
"Coto de Gomariz Ailala - Ailalelo, S.L.",export@losvinosdemiguel.com
COSIMO MARIA MASINI Tenuta di Poggio S.S.,info@cosimomariamasini.it
Corte Sermana Soc. Agr. SS,info@cortesermana.it
Corte Rugolin S.N.C,info@corterugolin.it
CorteBianca Azienda Agricola,cortebianca@corte-bianca.it
Corte Mainente Società Agricola Vitivinicola,info@cortemainente.com
Corte San Benedetto,info@cortesanbenedetto.it
Corte Mainente Società Agricola Vitivinicola,info@cortemainente.com
CORTE MANZINI DEI F.LLI MANZINI SOCIETA AGRICOLA,cantinamanzini@gmail.com
Corte d'Aibo La Corte soc. agr. coop.,info@cortedaibo.it
Corte Figaretto Società Agricola di Bustaggi Mauro e Alberto S.S.,cortefigaretto@cortefigaretto.it
Corte Moschina Di Niero Maria Patrizia,info@cortemoschina.it
Corporation Georgian Wine Ltd.,info@cgw.ge
CORDIER SAS,contact@cordier-wines.fr
CORAVIN Europe BV,CSR_EU@coravin.com
CORAVIN Europe BV,CSR_EU@coravin.com
Cooperativa Agricola St. Isidro de Pegoes C.R.L.,geral@cooppegoes.pt
Coop. Caparra & Siciliani cantina società cooperativa a.r.l.,info@caparraesiciliani.it
Coppo Srl,info@coppo.it
Cooperativa Vinicola Aurora Ltda.,export@vinicolaaurora.com.br
Coppi Casa Vinicola S.P. Turi - Gioia del Colle s.n.c.,export@vinicoppi.it
Cooperativa Vitivinícola Arousana SCG Paco & Lola,internationaldept@pacolola.com
Convivium SRL,vitale@conviviumit.com
Coopers Creek Vineyard Ltd,info@cooperscreek.co.nz
Conviviality Plc,
Convento de Oreja SL,convento@conventooreja.es
CONTRI SPUMANTI S.P.A.,info@contri.it
Conte Spagnoletti Zeuli Az. Agr.,c.szo@contespagnolettizeuli.it
CONTESA di Rocco Pasetti & C. Società Agricola Semplice,info@contesa.it
Conte Loredan Gasparini Azienda Agricola,export@venegazzu.com
Conte d'Attimis-Maniago Alberto d´Attimis Maniago Marchio,info@contedattimismaniago.it
Conte Guicciardini di Ferdinando Guicciardini,info@conteguicciardini.it
Conti di San Bonifacio Soc. Agr. Poggio Divino S.r.l.,info@disanbonifacio.com
Contevini GmbH Saitta Giuseppe,g.saitta@contevini.com
Conte Tasca d'Almerita Societa Agricola A.R.L.,info@tascadalmerita.it
Conte Collalto Azienda Agricola S.A.R.L.,info@cantine-collalto.it
Conte Brandolini s.r.l.,vistorta@vistorta.it
CONTARINI VINI E SPUMANTI SRL,info@contarinivini.it
Constantia Uitsig Holdings (PTY) Ltd.,info@uitsig.co.za
Consorzio Vino Chianti,info@consorziovinochianti.it
Contadi Castaldi,contadicastaldi@contadicastaldi.it
Consorzio Volontario Per La Tutela Dei Vini Colli Euganei,segreteria@collieuganeidoc.com
Consorzio Vino Chianti Classico,lechner@chianticlassico.com
Consorzio Vini Venezia,consorzio@consorziovinivenezia.it
Consorzio Vino Carmignano,paolo@vietu.it
Consorzio Vini di Bertinoro,info@bertinorowines.it
Consorzio Vini Di Romagna,entevini@fastmail.it
Consorzio Valdarno di Sopra doc,info@valdarnodisopradoc.it
Consorzio Vini Colli Bolognesi,info@collibolognesi.it
Consorzio Tutela Vino Custoza D.O.C.,info@vinocustoza.it
Consorzio Tutela Vini Montefalco,info@consorziomontefalco.it
Consorzio Tutela Vino Bardolino D.O.C.,info@winebardolino.it
Consorzio Tutela Vini di Valtellina,promozione@consorziovinivaltellina.com
Consorzio Tutela Vini della Maremma Toscana,info@consorziovinimaremma.it
Consorzio Tutela Vini Soave e Recioto di Soave,consorzio@ilsoave.com
Consorzio Tutela e Promozione dei Vini D.O.P. Reggiano e Colli Di Scandiano e di Canossa,
Consorzio Tutela del Lambrusco di Modena,
Consorzio Piedmontop,info@piedmontop.com
Consorzio Tutela Lugana Doc,info@consorziolugana.it
Consorzio Tutela Vini del Montello e Colli Asolani D.O.C.,info@asolomontello.it
Consorzio Tutela Montepulciano D'Abruzzo Colline Teramane,consorzio@collineteramane.com
Consorzio Produttori Vini Manduria S. C. A.,info@cpvini.com
Consorzio Tutela Del Vino Conegliano Valdobbiadene Prosecco,info@prosecco.it
Consorzio per la Tutela dei Vini Valpolicella,info@consorziovalpolicella.it
Consorzio per la Tutela dei Vini DOC Bolgheri,consorzio@bolgheridoc.com
Consorzio per La Tutela del Franciacorta,info@franciacorta.net
Consorzio Langa Style,info@langastyle.com
Consorzio Montecucco Tutela Vini,info@consorziomontecucco.it
Consorzio Historia Antiqua Soc. Agr. A R.L.,info@historiaantiqua.it
Consorzio Lago di Garda Lombardia,info@gardalombardia.com
Consorzio Export Quality Wines,sevinova@sevinova.com
Consorzio Diversi Vignaioli Irpini,diversivignaioliirpini@legalmail.it
Consorzio di Tutela Vini Piceni,direzione@consorziovinipiceni.it
Consorzio di Tutela Vini Piceni,direzione@consorziovinipiceni.it
Consorzio di Tutela Vini D'Irpinia,info@consorziovinidirpinia.it
Consorzio di Tutela Vini Piceni,direzione@consorziovinipiceni.it
Consorzio di Tutela Doc Prosecco,info@consorzioprosecco.it
Consorzio di Tutela Vini Piceni,direzione@consorziovinipiceni.it
Consorzio della Denominazione San Gimignano,info@vernaccia.it
Consorzio del Vino Orcia,info@consorziovinoorcia.it
Consorzio del Vino Nobile di Montepulciano,info@consorziovinonobile.it
Consorzio del Vino Brunello di Montalcino,info@consorziobrunellodimontalcino.it
Consorzio Dei Produttori Vitivinicoli,info@cantineifavati.it
Consorzio a Tutela del Vino Morellino di Scansano D.O.C.G.,info@consorziomorellino.it
"Consortio ""Maestri Vignaioli Italiani""",info@cantinadtroppiana.com
"Consorcio de Vinos de Pago de España, S.L.",info@pagodelvicario.com
Consorzio Barbera d'Asti e Vini Del Monferrato,consorzio@viniastimonferrato.it
Consortio Vini Cortona,cortonavini@cortonavini.it
Consorzio Coop. Riunite d'Abruzzo S.C. Citra Vini,citra@citra.it
Consigliovini Weinhandelsagentur GmbH,info@consigliovini.de
Conselleria de Agricultura Generalitat Valenciana,trade_agp@gva.es
Consejo Regulador Denominacion de Origen Rueda (C.R.D.O. Rueda),export@dorueda.com
Conservatoire des AOC de Beaumes De Venise,aocbeaumesdevenise@wanadoo.fr
Consejo Regulador de la Denominacion de Origen Monterrei,info@domonterrei.com
Consejo Regulador de la Denominación de Origen Bierzo,comunicacion@crdobierzo.es
Consello Regulador Denominacion de Orixe Valdeorras,consello@dovaldeorras.com
Consell Regulador D.O. Montsant,info@domontsant.com
Consejo Federal de Inversiones,
Confrérie des Domaines,export@lc2d.com
Conseil des Vins de Saint-Emilion,emilie.renard@vins-saint-emilion.com
Consejo Regulador de la D.O.Ca. Rioja,info@riojawine.com
Conseil Interprofessionnel Des Vins D'Alsace (CIVA),civa@civa.fr
Conde' - Azienda Vitivinicola,info@conde.it
CONETECH INC. IBÉRICA,blarroca@conetech.com
Conceito Vinhos Lda,conceito@conceito.com.pt
Concardis GmbH,cc@concardis.com
Complices de Loire SAS GV & FXB,
Comtes de Dampierre SAS Champagne,champagne@dampierre.com
"Companhia das Quintas - SAQRC, S.A.",geral@companhiadasquintas.pt
"Compañía de Viñedos IBERIAN, S. L.",info@vinosiberian.com
"Companhia Agricola do Sanguinhal, LDA",info@vinhos-sanguinhal.pt
"Companhia Agricola da Barrosinha, S.A.",almeidamartinsjp@herdadedabarrosinha.pt
Compagnie Vinicole Baron Edmond de Rothschild SA Chateau Clarke,contact@cver.fr
Compagnie française des spiritueux SAS,cfs@compagnie-francaise-spiritueux.fr
COMMENDA MAGISTRALE Soc. Agr. del Salento A.R.L.,commenda.magistrale@gmail.com
Compagnie des Vins d'Autrefois SAS,cva@cva-beaune.fr
Compagnie Médocaine des Grands Crus SAS,contact@medocaine.com
Compagnie de Burgondie Union de Cooperatives Agricoles,commercial@burgondie.info
Compagnie de Guyenne SA Distilleries de Matha,c.viard@cdgcognac.com
Comm G.B. Burlotto di Marina Burlotto,burlotto@burlotto.com
Comite des vins de Lorraine Chambre regional d'Agriculture de Lorraine,
Comité Auvergne-Rhone-Alpes-Gourmand Association loi 1901,contact@comite-arag.fr
Commanderie de Peyrassol SARL,contact@peyrassol.com
Comissão Vitivinícola Regional da Beira Interior,geral@cvrbi.pt
"Comercial Artevino y Vinedos, S.L.",izadi@izadi.com
Comelli Paolino Società Semplice Agricola,comelli@comelli.it
Coma Roma-Organic Wines Josep Guilera Riambau,canguilera@comaroma.net
Combinatul de Vinuri CRICOVA S.A.,office@cricova.md
Color Press Sp. z o.o,cp@color-press.eu
Colonnara - Marchedoc s.c.a.,info@colonnara.it
COLOMBAROLA S.R.L.,info@tenutacolombarola.com
Colli Vicentini S.C.A.,info@vitevis.com
COLLINA SERRAGRILLI Az. Agricola Lequio Giuseppina Rosanna,
Colli di Poianis Soc. Agr. Semplice,info@collidipoianis.it
Colline San Biagio ssa,info@collinesanbiagio.it
COLLEGIALE DES DOMAINES DE LOIRE SARL,contact@collegialedomaineloire.com
Coloma Viñedos y Bodegas SLU,coloma@bodegascoloma.com
Collazzi,
Collefrisio Srl,info@collefrisio.it
Colle Uncinano Azienda Agraria Campanella Claudio,claudio@colleuncinano.com
"Colinas do Douro Soc. Agricola, Lda.",
Collection Alain Corcia Prestige des Grands Vins de France,contact@pgvf.fr
Colesel Spumanti Srl,info@colesel.it
Colio Estate Wines Inc.,info@coliowinery.com
Cold Hand Winery A/S,
Cognac Pierre Lecat SAS,admin@cognac-lecat.com
Cognac Pierre de Segonzac SARL,info@pierredesegonzac.com
Cognac Peyrat Peyrat Associés & Cie.,cognacpeyrat@orange.fr
Cognac Frapin SNC,info@cognac-frapin.com
Cognac Godet SAS,godet@cognacgodet.com
Cognac Francois Voyer Sarl.,contact@cognac-voyer.fr
Cognac DOBBÉ SARL,contact@dobbecognac.com
Cognacs Laurent Jouffe & Calvados Faucheur SARL,contact@jouffe.fr
"Cobelcos - Vinhos e Turismo, Lda.",cobelcos@gmail.com
Cognac Decroix,
Codorniu S.A.,export@grupocodorniu.com
Club Tresors de Champagne,contact@clubtresorsdechampagne.com
Club des Châteaux et Domaines SAS Chateau Beauchene Famille Vergniaud - Bernard,info@chateaubeauchene.com
Coca i Fito SL,info@cocaifito.cat
CM WINES Sociedade Vinicola Lda.,info@cmwines.eu
Club der Weinakademiker,presse@weinakademiker.com
closurelogic GmbH,info@closurelogic.com
CLOTILDE DAVENNE SARL,serviceclient@clotildedavenne.fr
Clostermann Organics Rolf Clostermann,info@clostermann-organics.de
"CLOS FIGUERAS, S.A.",info@closfigueras.com
Clos Puy Arnaud (E.A.R.L. Thierry Valette),contact.cpa@orange.fr
Clos des Nines SARL,clos.des.nines@free.fr
Clos Pons Euroaliment Proveedor de Alimentos de Calidad SLU,salesmanager@clospons.com
Clos des Cazaux - Archimbaud -Vache EARL,closdescazaux@wanadoo.fr
Clos de Chacras Bodega de Familie / Establecimiento Punta Azul S.A.,info@closdechacras.com.ar
Cloof Wine Estate (Pty.) Ltd.,info@cloof.co.za
Clos des Calades SCEA Les Hauts de Vignecroze,contact@closdescalades.com
Clos de l'Amandaie,closdelamandaie@free.fr
Claus Preisinger GmbH,wein@clauspreisinger.at
Cline Cellars Jacuzzi Family Vineyards,lholman@clinecellars.com
CLB SAS,contact@chateauleroybeauval.com
CJSC Tiraspol Winery & Distillery KVINT,info@kvint.md
Clarence Dillon Wines SAS,s.martin@clarencedillonwines.com
CIVCORSE,civ@vinsdecorse.com
Cirotte Joel et Sylvie SAS,scea.cirotte@wanadoo.fr
CIVL Conseil Interprofessionel des vins AOC du Languedoc et IGP sud de France,civl@languedoc-wines.com
Cillar de Silos S.L.,bodega@cillardesilos.es
"CIEN Y PICO WINE, S.L.",
Cignomoro SRL,info@cignomoro.it
Cidre Séhédic SAS,cidre.sehedic29@orange.fr
Cideo Distribution SARL,v.liebault@cideo.fr
Ciemme Liquori S.p.A.,com@ciemmeliquori.it
Ciavolich Az. Agricola,ciavolich@ciavolich.com
Cielo E Terra S.p.A.,info@cieloeterravini.com
Ciacci Piccolomini D'Aragona di Bianchini S.S.,info@ciaccipiccolomini.com
Ciabot Berton Az. Agr. Oberto Marco,info@ciabotberton.it
"Churchill Graham, Lda",office@churchills-port.com
Ciatti Company LLC,steve@ciatti.com
Christie's Port Wine Producer & Shipp L.da,info@christiewines.com
Chrisostomou Estate Nikolaos Chrysostomou,chrisostomou@hol.gr
"Chozas Carrascal, S.L.",chozas@chozascarrascal.es
Chiorri Vitivinicoltori Azienda Agraria di Monica Mariotti ss,info@chiorri.it
CHOYA Umeshu (Deutschland) GmbH,choya@choya.de
Chile Wein Import GmbH,
Chionetti Quinto & Figlio di Chionetti Nicola,chionettiquinto@chionettiquinto.com
Chiesa Carlo Azienda Agricola,info@vinichiesa.it
Chizay (SV 'Aisberg' LTD),ofice.chizay@gmail.com
Chianti Trambusti s.r.l.,chianti.trambusti@tin.it
"CHINA GUANGZHOU SHUNCHANGYUAN WINE & SPIRIT CO., LTD",scyhzt@188.com
CHEVALLIER SCA Chateau de Villeneuve,jpchevallier@chateaudevilleneuve.com
Chereau-Carre S.A.,contact@chereau-carre.fr
Cherrier Freres SARL,cherrier@easynet.fr
Chef & Sommelier - Arc International,
CHEVAL QUANCARD SA,chevalquancard@chevalquancard.com
Cherubino Valsangiacomo SA,cherubino@cherubino.es
Chavet S.A.S. - Loire,contact@chavet-vins.com
Château Vignol SCEA Bernard et Dominique Doublet,info@famille-doublet.fr
Chateau Vignelaure Vignelaure SAS,info@vignelaure.com
Chateau Vitallis E.A.R.L. Dutron Denis,denis.dutron@wanadoo.fr
Château Villars SCEV Gaudrie et Fils,chateau.villars@wanadoo.fr
Château Val Joanis SC Château Val Joanis,
Château Thivin – Cl. Geoffray EARL,
Chateau Turcaud Grand Vin De Bordeaux EARL Vignobles Robert,chateau-turcaud@wanadoo.fr
Château Tanunda Pty. Ltd.,admin@chateautanunda.com
Chateau Ste Michelle,international@smwe.com
CHATEAU ST. THOMAS (SAL),info@chateaustthomas.com
Chateau Sopot Winery,kristina.d@chateausopot.mk
Chateau Sixtine Cuvee du Vatican SARL Vignobles Diffonty,contact@chateau-sixtine.com
Château St Jacques d'Albas EARL,info@chateaustjacques.com
CHATEAU SCHEMBS c/o Weingut Schembs,info@chateau-schembs.de
Chateau Salettes SARL,salettes@salettes.com
Château Rousselle SARL ANTHOCYANE,chateau@chateaurousselle.com
CHATEAU ROUBINE - Cru Classé - SARL,contact@chateauroubine.com
Château Rasque Riviera Wines SARL,accueil@chateaurasque.com
Château Rives-Blanques SARL Jaxa,rives-blanques@wanadoo.fr
Chateau Pineraie SCEA Burc et Filles,chateaupineraie@wanadoo.fr
Chateau Planeres Vignobles Jaubert & Noury GAEC,contact@chateauplaneres.com
Château Pique-Sègue SNC,contact@chateaupiquesegue.com
Château RIOUBLANC Philippe CARRETERO,contact@chateau-rioublanc.com
Château Pigoudet SARL,pigoudet@pigoudet.com
Château Pesquié,contact@chateaupesquie.com
Chateau Pierrail E.A.R.L,alice.pierrail@orange.fr
Chateau Pas du Cerf SARL,info@pasducerf.com
Chateau Peneau SCEA,info@chateaupeneau.com
Château Penin SARL Vignobles Carteyron,vignoblescarteyron@orange.fr
CHATEAU PARADIS,accueil@chateauparadis.com
Chateau Musar (U.K.) Ltd.,info@chateaumusar.co.uk
"Chateau Moya, Organic Wine SCEA Vignobles Gaby",contact@chateaugaby.com
Chateau Montlau Armand Schuster de Ballwil,contact@chateau-montlau.com
CHATEAU MONCETS S.A.S.,commercial@chambrun.fr
Château Montaud S.C.E. Vignobles et Vergers Francois Ravel,contact@chateau-montaud.eu
Chateau Meyre SAS,chateau.meyre@wanadoo.fr
Chateau Maylandie Delphine Maymil & Eric Virion EARL Maylandie,contact@maylandie.fr
Chateau Milhau-Lacugue Domaine de Milhau SCEA,
Chateau Milon - Clos de la Cure SCEA Des Domaines Bouyer,contact@domaines-bouyer.com
Chateau les Croisille GAEC,chateaulescroisille@wanadoo.fr
Chateau l´Ermitage Castillon & fils,contact@chateau-ermitage.com
Château les Valentines Les Valentines SARL,contact@lesvalentines.com
Chateau Malescasse SARL,contact@chateau-malescasse.com
CHATEAU LES PAQUES entreprise individuelle,bruno.martin121@wanadoo.fr
Chateau Mongravey,chateau.mongravey@wanadoo.fr
Château Magdeleine Bouhou EARL Vignobles Chaumet Rousseaud,info@magdeleine-bouhou.com
Château Le Temple,chateauletemple@orange.fr
Château Le Grand Verdus SCEA Ph. et A. Le Grix de La Salle,chateau@legrandverdus.com
Château Lamothe de Haux EARL Les Caves du Château Lamothe,info@chateau-lamothe.com
Chateau Leoube SCAV,info@chateauleoube.com
CHÂTEAU LE PUY SARL JP&P AMOREAU,contact@chateau-le-puy.com
CHATEAU LAUBARIT SCEA,
Chateau Lalaudey SCEA Vignobles Lalaudey et Pomeys,lalaudey@chateau-lalaudey.fr
Château Le Bourdieu SCEA,
Château Larose Trintaudon SA,info@trintaudon.com
Chateau la Tour de By SC des Vignobles MARC PAGES,benjamin.richer.de.forges@latourdeby.fr
Chateau la Vivonne EARL,domaine@vivonne.com
Chateau Lafon Rochet,lafon@lafon-rochet.com
Chateau La Valade EARL,chateaulavalade@orange.fr
Château La Faviere (SCEA Domaine de la Cabanne SNZ),contact@lafaviere.fr
Château la Dournie EARL,chateau.ladournie@wanadoo.fr
Château la Mascaronne SAS,info@mascaronne.com
Château La Bonnelle SCEA des Vignobles Sulzer,vignobles.sulzer@wanadoo.fr
Chateau La Croix des Pins SARL Latitude Wine,chateaulacroixdespins@orange.fr
Chateau l'Argentier SCEA du Mas Rouge,contact@chateauargentier.fr
CHATEAU KSARA – BEKAA VALLEY,info@ksara.com.lb
CHATEAU KA-BEKAA VALLEY KASSATLY CHTAURA SAL,ghida@ChateauKa.com
Chateau Kamnik Winery,contact@chateaukamnik.com
CHATEAU KEFRAYA S.A.L.,admin@chateaukefraya.com
Chateau Jouclary EARL Gianesini,Chateau.jouclary@orange.fr
Chateau Fontesteau,info@bernard-massard.de
Château Fougas SARL Jean Yves Bechet,
CHATEAU HAUT-MACÔ SCEA MALLET FRERES,hautmaco@wanadoo.fr
CHATEAU FONBADET- Domaines Peyronie SCEA,contact@chateaufonbadet.com
Chateau Franc Baudron Famille Guimberteau-Foray,contact@chateau-franc-baudron.com
Château Fleur Haut Gaussens EARL Vignobles Pierre et Hervé Lhuillier,fleurhautgaussens@orange.fr
Chateau Famaey SCEA Luyckx- van Antwerpen,chateau.famaey@wanadoo.fr
"Château du Galoupet - GWC, SARL",wines@galoupet.com
Chateau Du Seuil,contact@chateauduseuil.fr
Château du Tariquet SCEA,contact@tariquet.com
Chateau des Veilles-Vins SARL Chateau des Veilles Vins,contact@chateaudesveilles.com
CHATEAU DES BACHELARDS I COMTESSE DE VAZEILLES SCEA,contact@bachelards.com
Château de Valcombe SARL Ricome Vignerons,info@chateaudevalcombe.com
Chateau de Tracy SARL,contact@chateau-de-tracy.com
Château de Saint Martin - Cru Classe SNC,commercial@chateaudesaintmartin.com
Château de Saint Martin - Cru Classe SNC,commercial@chateaudesaintmartin.com
CHATEAU DE RIQUEWIHR DOMAINES DOPFF & IRION SA,contact@dopff-irion.com
Chateau de Pitray SAS Traypi,contact@chateau-pitray.com
Chateau de Pibarnon S.C.E.A.,contact@pibarnon.fr
Château de Parenchère SAS,info@parenchere.com
CHATEAU DE PANISSEAU (Panisseau SA),contact@panisseau.com
Château de Lascaux SARL JB Cavalier,info@chateau-lascaux.com
"Chateau de la Selve, Earl",contact@chateau-de-la-selve.fr
Château de Montfrin SARL,contact@domainedescoptives.com
Château de Lisennes propriétaire: Jean-Luc Soubie,export@lisennes.fr
Château de La Greffière EARL,info@chateaudelagreffiere.com
Château de Lancyre SCEA,contact@chateaudelancyre.com
Chateau de La Chaize,chateaudelachaize@wanadoo.fr
Chateau de Cointes Anne Gorostis,chateaudecointes@wanadoo.fr
Château de Durette SCEA,info@chateaudedurette.eu
CHATEAU DE L'ESCARELLE SAS,commercial@escarelle.fr
Château de l'Ou SARL,chateaudelou66@orange.fr
Château de Chamirey SCEA Domaine des Perdrix,contact@domaines-devillard.com
Château de l'Orangerie SARL,
Chateau de Cazeneuve SCEA,chateaucazeneuve@orange.fr
Château d'Esclans SAS,chateaudesclans@sachalichine.com
Chateau de Font du Broc SARL,info@chateau-fontdubroc.com
Château d'Escot SCEA,info@chateau-escot.com
Chateau de Ferrand S.A.S.,info@chateaudeferrand.com
Chateau D`Emeringes P. David,chateau-emeringes@orange.fr
Château d'Or et de Gueules SCEA le Cep d Diane,chateaudoretdegueules@wanadoo.fr
Chateau d'Anglès SCEA,info@chateaudangles.com
Château Correnson,contact@chateau-correnson.com
Château d'Aqueria SCA Jean Olivier,contact@aqueria.com
Chateau Carignan Terroir et Tradition SAS,tt@chateau-carignan.com
Chateau Camplazens SCEA,wine@camplazens.com
Chateau Bouscaut Société par actions simplificé,cb@chateau-bouscaut.com
Château Bonnet EARL,charlotte.perrachon@chateau-bonnet.fr
Château Beaubois SARL,chateau-beaubois@wanadoo.fr
Chateau Belles-Graves S.C.A.,x.piton@belles-graves.com
Château Belingard Comte de Bosredon SCEA,contact@belingard.com
"Chateau Beau Rivage (SCEA), Clos La Boheme (EARL)",chateau-beau-rivage@nadalie.fr
Chateau Barbeyrolles & Tour de l'Evêque Régine Sumeire,regine@barbeyrolles.com
CHASSAGNOUX & Fils SARL,export@chassagnoux.com
Château Anthonic Château Dutruch Grand Poujeaux SCEA Pierre Cordonnier,contact@chateauanthonic.com
Charles Sparr SAS Grands Vins de Terroirs d'Alsace,info@charles-sparr.com
Charles Bonvin S.A.,info@bonvin1858.ch
Chapel Down Chapel Down Winery PLC,sales@chapeldown.com
Changyu Pioneer Wine Company Limited Yantai,
Chantovent S.A. Groupe Jean D'Alibert,info@chantovent.fr
"Chance4you, Lda.",chance4you.export@gmail.com
Champagnes Tsarine SNC L.I.D.,info@tsarine.com
Champagner- und Wein- Distributionsgesellschaft mbH & Co. KG,"info@cwdwein.de, a.lux@cwdwein.de"
CHAMPAGNE VOIRIN JUMEL SCEV,voirinalice@orange.fr
Champagne Vollereaux SA,contact@champagne-vollereaux.fr
Champagne SANCHEZ LE GUEDARD EARL,champagne.sanchezleguedard@orange.fr
Champagne Vazart-Coquart & Fils,contact@vazart-coquart.com
Champagne Ruffin & Fils SARL,sarl.ruffin@wanadoo.fr
Champagne TRIBAUT-SCHLOESSER SARL,export@champagne-tribaut.com
Champagne SALMON E.A.R.L.,info@champagnesalmon.com
Champagne Roland Champion SA,contact@champagne-roland-champion.com
Champagne Pol Roger,polroger@polroger.fr
Champagne Ployez-Jacquemart – SAS Ployez-Jacquemart,contact@ployez-jacquemart.fr
Champagne Poissinet Sarl,champagne@poissinet.com
Champagne Philipponnat SA,info@philipponnat.com
Champagne Piot Sévillano EARL,contact@piot-sevillano.com
CHAMPAGNE PIERRE MIGNON SARL PIERRE MIGNON,info@pierre-mignon.com
CHAMPAGNE PIERRE TRICHET SARL PIERRE TRICHET,contact@pierretrichet.com
Champagne Philippe Gonet SAS,chantal@champagne-philippe-gonet.com
Champagne Philippe Gamet EARL Gamet-Heucq,info@champagne-gamet.com
Champagne Pehu-Simonet Sarl,champagnepehu@gmail.com
Champagne Paul Goerg – SAS Prieur,info@champagne-goerg.com
Champagne Palmer & Co S.C.A.,contact@champagnepalmer.fr
Champagne Paul BARA,info@champagnepaulbara.fr
Champagne Moutard Diligent Sarl Famille Moutard,contact@famille-moutard.com
CHAMPAGNE NOMINE RENARD SA,contact@champagne-nomine-renard.com
Champagne Pannier SAS,export@champagnepannier.com
CHAMPAGNE MICHEL MAILLIARD,info@champagne-michel-mailliard.com
"CHAMPAGNE MAXIME BLIN, SCEV",maxime.blin@champagne-blin-et-fils.fr
Champagne Maurice Vesselle,champagne.vesselle@wanadoo.fr
CHAMPAGNE MONMARTHE SA,contact@champagne-monmarthe.com
Champagne Mailly Grand Cru Cooperative,contact@champagne-mailly.com
Champagne Mandois SAS,info@champagne-mandois.fr
Champagne Louis de Sacy,contact@champagnelouisdesacy.com
Champagne Louis Roederer S.A.,com@champagne-roederer.com
Champagne Lounge,www.champagne-lounge.fr
