exhibitor_name,email
Produttori del Gavi SCA,cantina.prodgavi@libero.it
Producta Vignobles S.A.,producta@producta.com
Prinz zu Salm GbR Prinz zu Salm Dalberg´sches Weingut,info@prinzsalm.de
Privatkellerei Rolf Willy GmbH,info@rolf-willy.de
Principe di Corleone - Pollara SAS,info@principedicorleone.it
Premium Wines SA,
PRIMA VINAE,
Principiano Giuseppe Azienda Agricola,giuseppeprincipiano@tiscali.it
Primum Familiae Vini,
Premium Vins Sourcing SARL,
Premium Wine Selection P.W.S. S.r.l.,info@premiumwine.it
Premium Estates of Austria,lobner@premiumestates.at
Portal del Priorat S.L. - Alfredo Arribas,isabel@portaldelpriorat.com
PR.AS.CO.sas di Gianluigi Chiodin & c.,prascomail@tin.it
Powers Winery,sales@powerswinery.com
Pormenor Vinhos Lda.,geral@pormenor-vinhos.com
Precept Wine,kirkb@preceptwine.com
Popov Winery Dooel,popov@popovwinery.com.mk
Poplar Grove Winery Inc.,wine@poplargrove.ca
Pomum Cellars,info@pomumcellars.com
PondView Estate Winery,info@pondviewwinery.com
Poljopromet d.o.o.,
Polistock Lda. Casa Anadia,info@casaanadia.pt
Pompita - Messum Export S.L.,pompita@drinkpompita.com
Polanin Sp.z o.o. Wielkopolska Wytwornia Wodek,export@polanin.com.pl
Pomerol LLC Alma Valley Winery,mos@alma-valley.ru
Poggiotondo S.r.l.,info@poggiotondowines.com
Poggiosecco s.s.,info@poggiosecco.it
Poggio Argentiera (Poggio Argentiera di Tierre SSA),poggioargentiera@tierrevini.it
Poggio L'Apparita Società Agricola L'Apparita s.s.,wine@lapparita.com
Poggio del Moro soc. agr. a.r.l Tatiana Kuznetsova,info@poggiodelmoro.it
Poggio Cagnano Cagnano Agricola S.R.L.,info@poggiocagnano.it
POGGIO FOCO - I VIGNETI DI SRL,poggiofoco.office@gmail.com
Poggio al Sole S.S.,info@poggioalsole.com
Poggio Antico SRL Società Agricola,mail@poggioantico.com
Podrum Andrija Ltd.,podrumiandrija95@gmail.com
PODERI MORETTI di Moretti Francesco,morettivini@libero.it
Podrumi Vukoje 1982 Ltd.,podrumvukoje@gmail.com
Podrumi manastira Tvrdos Ltd.,tpodrumi@teol.net
Poderi Luigi Einaudi Az. Agricola SRL,info@poderieinaudi.com
Poderi Vaiot Azienda Vitivinicola FrancoCasetta s.s.a,info@francocasetta.com
Poderi Elia SS,poderielia@virgilio.it
Poderi del Paradiso Azienda Agricola il Paradiso di Cappelli Graziella,poderidelparadiso@cappelligraziella.191.it
Poderi Dal Nespoli S.r.l. Azienda Agricola,info@poderidalnespoli.com
Podere Sapaio SAS,info@sapaio.it
Podere Santa Felicita di Dory L.F.,
Podere Lecci e Brocchi Società Agricola S.S.,info@vinolecciebrocchi.it
Podere Fornace Prima,info@poderefornaceprima.it
Pöckl Exports GmbH,info@poeckl.com
Podere della Bruciata di Rossi Andrea Societa Agricola,poderedellabruciata@gmail.com
Podere Brizio S.R.L. Societa Agricola,info@poderebrizio.it
Podere Castorani Srl.,info@castorani.it
PM Kommunikation e. K. Südafrika Weininformation,info@suedafrika-wein.de
"PMC - Importacao, Comercio e Servicos, Lda.",
Plozza Vini srl,info@plozza.ch
Plomari Ouzo Distillery Isidoros Arvanitis S.A.,isarvanitis@ouzoplomari.gr
Pizzorno Family Estates,export@pizzornowines.com
PlanB! Wines,theguys@planbwines.com
Plaimont Producteurs Plaimont Terroirs & Chateaux,
PLOB GmbH,info@plob-gmbh.de
Platinum Srl,info@platinumitalia.com
PIZZALATO Organic Wine La Cantina Pizzolato SRL,info@lacantinapizzolato.com
PIZZATO Vinhas e Vinhos (Vinicola Pizzato Ltda),pizzato@pizzato.net
Pircher Brennerei AG,info@pircher.it
Pinhal da Torre Vinhos S.A.,geral@pinhaldatorre.com
PILZER SRL DISTILLERIA,info@pilzer.it
Pio Del Ramo Nunez Bodegas Pio Del Ramo,export@piodelramo.com
PITARS SNC di Pittaro Paolo e F.lli soc. agr.,info@pitars.it
Pinino S.r.l. Soc. Agricola,office@pinino.com
Pio Cesare Societa' Semplice Agricola,piocesare@piocesare.it
Pillitteri Estates Winery,winery@pillitteri.com
Pietradolce Flora Faro SS di Michele & Mario Faro,info@pietradolce.it
Pilavas Distilery S.A.,pilavas@pilavas.com
Pierre-Marie Chermette SAS Domaine Du Vissoux,domaineduvissoux@chermette.fr
PIGHIN di Fernando Pighin & Figli Soc. Agr. A.R.L.,info@pighin.com
Pietro Zardini Societa Agricola Semplice,info@pietrozardini.it
"Pierre Ponnelle, SAS",sertelet.y@cva-beaune.fr
Pierre Chainier SAS - Loire,chainier@pierrechainier.com
Pierrick Harang Wine EURL,contact@phwine.fr
"Pierre Bourée Fils, S.A.S.",jean-christophev@pierre-bouree-fils.com
Piemonte Land of Perfection S.C.A.R.L.,info@piemonte-landofperfection.org
Piemaggio Societa Agricola,piemaggio@outlook.it
Pierre Amadieu SAS,export@pierre-amadieu.com
"PICOWINES Cooperativa Vitivinícola da Ilha do Pico Picowines, CRL",ana.ferreira@picowines.com
PIERA MARTELLOZZO S.p.A.,welcome@martellozzo.com
"PICOWINES Cooperativa Vitivinícola da Ilha do Pico Picowines, CRL",ana.ferreira@picowines.com
Overhex Wines International Overhex Private Cellar (Pty.) Ltd,marketing@overhex.com
Oversea Wine Alliance Weinvertrieb Strater,info@oversea-wine-alliance.com
Our Vodka,
OTTELLA di Francesco e Michele Montresor S.S.,info@ottella.it
OTTOMANI s.s.a,agricolaottomani@gmail.com
OT di Oliviero Toscani Societa Agricola Srl.,info@otwine.com
Österreich Wein Marketing GmbH,info@oesterreichwein.at
Osborne Bodegas S.A.,comunicaciones@osborne.es
Ostatu Bodegas Ostatu S.L.,info@ostatu.com
Ornellaia e Masseto Società Agricola S.r.l.,info@ornellaia.it
Ortas SCICA SARL Cave de Rasteau,export@rasteau.com
Orsumella S.r.l.,info@orsumella.it
Orion Wines scarl,info@orion-wines.com
Ora Wine SNC,info@orawine.it
Orange River Cellars,admin@orangeriverwines.com
Oregon Wine Board,margaret@oregonwine.org
"Oriol Rossell, SA",oriolrossell@oriolrossell.com
Olympia Land Liarommatis Estate G. Liarommatis & Co. Ltd.,info@olympiagi.gr
Orestiadi SRL,info@orestiadivini.it
Origin Spirits Ireland Ltd. Kalak Single Malt Vodka,info@kalakvodka.com
Origin Wine Ltd,www.info@originwine.co.za
Oltrepo Pavese Consorzio Tutela Vini,info@vinoltrepo.it
piccoli produttori GRANDI VINI - Gianni Dirk Formizzi,
Piano dei Daini Società Agricola arl,info@pianodeidaini.it
PICCOLE CANTINE ITALIANE,
Philippe Benezet Domaine Turenne,
Piccoli Daniela Societa Agricola S.S.,info@piccoliwine.it
Piantate Lunghe Soc. Agr. Giustini Mazzoni,info@piantatelunghe.it
Piazzo Comm. Armando di Piazzo Marina Azienda Vitivinicola,apiazzo@piazzo.it
Pfneiszl Hungarian Vineyards Kft,wine@pfneiszl-vineyards.com
Phelps Creek Vineyards,robert@phelpscreekvineyards.com
Pfaffenweiler Weinhaus GmbH,info@pfaffenweiler-wein.de
Pfalzwein e.V.,info@pfalz.de
Petrolo Societa Agricola S.S.,petrolo@petrolo.it
Petrovaselo Vigna Srl Vigna Srl,sales@petrovaselo.com
Peyrani Vini Peyrani die Peyrani Stefano Societa Semplica Agricola,info@peyrani-vini.it
Petra Unger Weingut Edlinger & Unger GmbH,office@ungerwein.at
Pfeiffer Wines Chris Pfeiffer,cellardoor@pfeifferwines.com.au
Peybonhomme SARL,peybonhomme@terre-net.fr
Peterlongo S.A.,export@peterlongo.com.br
Peter Zemmer,info@peterzemmer.com
Pertinace SCA,pertinace@pertinace.com
Petra Suvereto S.r.l.,info@petrawine.it
Perola GmbH,info@perola.eu
Peter Mertes KG Weingut-Weinkellerei,info@mertes.de
Peter Dolle GmbH Weingut,weingut@dolle.at
Peter Riegel Weinimport GmbH,info@riegel.de
Pernod Ricard Winemakers New Zealand,jim.robertson@pernod-ricard.com
PERLINO S.P.A.,info@perlino.com
Pernod Ricard Winemakers (Jacob's Creek),
Periscope Wines Glowbal Wine,scott@glowbalwine.com.au
"Perez Barquero, S.A.",export@perezbarquero.com
Pere Ventura i Familia S.L. Pere Venture Family wine Estates,export@pereventura.com
Perlage Winery Srl,info@perlagewines.com
"Perelada Comercial, S.A. Castillo Perelada",perelada@castilloperelada.com
Perdeberg Wines (Pty) Ltd,info@perdeberg.co.za
Olivier Rivière Vinos. S.L.U.,oliver@olivier-riviere.com
Oliver Zeter GbR,hallo@oliver-zeter.de
Pepper Bridge / Amavi Cellars,jf@pepperbridge.com
PepWines Export Josep M Suriol Lluch,pepwines@pepwines.com
Olivier Leflaive Frères SA,contact@olivier-leflaive.com
Oliver Moragues,info@olivermoragues.com
Olivastri Tommaso,info@viniolivastri.com
"Oliveda, S.A.",comercial@grupoliveda.com
Oldenburg Vineyards Pty Ltd,admin@oldenburgvineyards.com
Old Bridge LLC,info@oldbridgewinery.am
Ökologisches Weingut Schmidt,schmidt@weingutkiefer.de
Ökologisches Weingut Trautwein Inh. Hans-Peter u. Elfriede Trautwein,info@trautweingut.com
Old St. Andrews Limited,sales@osawhisky.com
Ökologisches Weingut Schäfer-Heinrich,weingut@schaefer-heinrich.de
Okanagan Crush Pad Winery,orderdesk@okanagancrushpad.com
Ökologisches Weingut Peter Schmitt und Sohn GdbR,info@schmitt-weingut.de
Ohau Wines Co. Inc.,
"Oenogenesis W.A. & C., S.A.",tsalkosbakis@yahoo.gr
Odfjell Vineyards S.A.,info@odfjellvineyards.cl
ODEVIE SAS,contact@odevie.fr
Oddero Poderi e Cantine di Mariacristina Oddero e Mariavittoria Oddero s.s.a.,info@oddero.it
Obstkelterei van Nahmen GmbH & Co. KG,info@vanNahmen.de
Octave et Jones SAS,thierry@leplandesmoines.com
Oberkircher Winzer eG,info@oberkircher-winzer.de
Oak Valley Estates (Pty) Ltd,wines@oak-valley.co.za
Peppe Buio Winery SRL,
O'Neill Vintners Distillers,slindsay@oneillwine.com
Penna Luigi e Figli S. Agr. S.,info@pennaluigi-figli.it
Pelee Island Winery & Vineyards Inc.,tammy@peleeisland.com
PECCHENINO Soc. Agr.,pecchenino@pecchenino.it
Pelassa Daniele Azienda Agricola,pelassa@pelassa.com
Penley Estate Pty Ltd,marketing@penley.com.au
"Pazo de Señorans, S.L.U.",info@pazodesenorans.com
Pays de la Loire Service Promotion Chambre Régionale d'Agriculture Food'Loire,foodloire@pl.chambagri.fr
Paxton Wines Pty Ltd.,paxton@paxtonvineyards.com
"Paulo Laureano Vinus, Lda.",geral@paulolaureano.com
Paul Sapin SA,ppontarlier@paul-sapin.com
Patrick Bigar Selections Sarl,contact@pbselection.com
Patrick Bigar Selections Sarl,contact@pbselection.com
PATRIZIA LEONARDI WINE SELECTION SRLS,clarapatrizialeonardi@virgilio.it
Patricius Borház KFT,molnarpeter@patricius.hu
Patrimoine des Terroirs Assoc. of french wine producers Sarl,patrimoinedesterroirs@laposte.net
Patraiki Wines Oil and Wine Productions Agricultural Cooperative of Patras,patraikiwines@gmail.com
Patriarche SAS,contact@patriarche.com
Pasetti S.S.,export@pasettivini.it
Pasqua Vigneti E Cantine SPA,info@pasqua.it
Pasini San Giovanni,info@pasinisangiovanni.it
Parras Vinhos,geral@parras.pt
PASCAL BOUCHARD sas,export@pascalbouchard.com
PARUSSO ARMANDO di PARUSSO F.LLI Soc. Agricola,info@parusso.com
PAPI GmbH Papier + Ideen,info@papi.info
Papayiannakos Vasileios Wine Producer,info@papagiannakos.gr
Pares Balta - Gratavinum - Dominio Romano,comunicacio@paresbalta.com
"O Abrigo Da Passarela, Lda.",info@casadapassarella.pt
"Parató Vinicola, S.L. Celler Parató",info@parato.es
Pardon et Fils - Domaine Pardon,contact@pardonetfils.com
Papadopoulou-Kamkouti Maria Winegrower-Winemaker,kamkoutiswine@gmail.com
PAOLO E NOEMIA d'AMICO s.p.a.,
Paolo Rodaro Winery,info@rodaropaolo.it
Paolo Lazzaroni e Figli SPA,
PAOLO E NOEMIA d'AMICO s.p.a.,
Panzano Azienda Agricola Il Palagio Panzano in Chianti,palagio@infochianti.com
Paolo Basso Wine Sagl Inh. Paolo Basso,info@paolobassowine.ch
Panagiotopoulos Wines S. & D. Panagiotopoulos O.E.,info@panagiotopouloswines.com
Pannonhalmi Apátsági Pincészet Kft. / Abteikellerei Pannonhalma,pinceszet@osb.hu
Pannobile OG,wein@pannobile.com
Palmento Costanzo S.r.l.,info@palmentocostanzo.com
Palorino GmbH,
Palivou Estate,info@palivos.gr
Paladin S.p.A.,casa@casapaladin.it
Palagetto Srl Società Agricola,info@palagetto.it
Palladino Azienda Vinicola s.r.l.,info@palladinovini.com
Palliser Estate Ltd.,sandy@palliser.co.nz
"Palacios Vinoteca, S.L.",angela@palaciosvinoteca.com
Painted Rock Estate Winery,info@paintedrock.ca
Pahlmeyer,trade@pahlmeyer.com
Pagos de Matanegra S.L.,info@pagosdematanegra.es
Pago de Vallegarcia S.A.,comercial@vallegarcia.com
Pago de los Capellanes S.A.,bodega@pagodeloscapellanes.com
Pago de la Jaraba S. L.,info@lajaraba.com
Pago los Balancines SL,ana.hernandez@pagolosbalancines.com
"PAGO DE THARSYS, S.L.",ventas@pagodetharsys.com
"Pago Casa Gran, S.L.",export@pagocasagran.com
Paco das Cortes - Producao e Comercio de Vinhos Lda,info@pacodascortes.pt
P. J. Valckenberg GmbH,pj@valckenberg.com
P. Ferraud & Fils Sarl,ferraud@ferraud.com
Nugan Estate Pty. Ltd.,export@nuganestate.com.au
Nugareto socidetá agricola vinicola srl,info@nugareto.it
"Nove Vinarstvi, A.S.",obchod@novevinarstvi.cz
P & F Jeruzalem d.o.o.,office@pfwineries.com
"Nova Quinta do Sagrado, S.A.",info@quintadosagrado.pt
Notas Frutales de Albarino S.L.U.,notasfrutales@gmail.com
NPK Spirits Ltd.,info@npkspirits.ru
Nonino Distillatori S.p.A.,export@nonino.it
NOMISGROUP Hans-Dieter Weingärtner,info@nomisgroup.de
Nikolaihof-Wachau,wein@nikolaihof.at
NORMANDIN-MERCIER COGNAC SARL,info@cognacnm.fr
Niepoort Vinhos S.A.,info@niepoort.pt
Niepoort Vinhos S.A.,info@niepoort.pt
Nicotera Severisio Ferdinando Società Semplice Agricola,info@nicoteraseverisio.it
Nizza Silvano Azienda Vitivinicola,info@nizzasilvano.com
Nicolas Mariotti Bindi SAS,
Nico Lazaridis W.I.A.C. S.A.,info@nicolazaridi.gr
New Zealand Winegrowers,
"Nexus Bodegas, S. L.",bvicente@nexusfrontaura.com
Nicosia SPA,info@cantinenicosia.it
"Quintas do Homem, Lda",geral@quintasdohomem.com
QUOTA 101 Srl. Società Agricola,info@quota101.com
Quintessential Brands Company Ltd.,info@quintessentialbrands.com
"Quintas de Melgaco Agricultura e Turismo, SA",quintasdemelgaco@sapo.pt
"Quinta Valle de Passos – QVP, Soc. Sagrícola, Lda",geral@quintavalledepassos.com
Quinta Santa Eufemia Lda,qtastaeufemia@qtastaeufemia.com
"Quinta Vale das Escadinhas - Sociedade Agricola de Silgueiros, S. A.",qve@qve.pt
Quinta Picouto de Cima L.da,quintapicoutodecima@gmail.com
Quinta Nova de Nossa Senhora do Carmo S.A / CSA,rabreu.qn@amorim.com
"Quinta Dos Avidagos, S.A.",info@quintadosavidagos.com
"Quinta dos Termos, Lda.",info@quintadostermos.pt
"Quinta do Zimbro - Vinhos, Lda.",info@mhespanhol.com
"Quinta do Zambujeiro, Lda",comercial@quintadozambujeiro.com
Quinta do Tedo Vincent Bouchard,info@quintadotedo.com
"Quinta do Romeu Soc. Clemente Menéres, Lda.",info@romeu.pt
"Quinta do Sobral Prod. Com de Vinhos, LDA",quintadosobral@hotmail.com
Quinta do Portal S. A.,info@quintadoportal.pt
Quinta do Rangel - Empreendimentos Agco - turisticos Lda.,geral@quintadorangel.pt
"Quinta do Sobreiró de Cima, S.A.",sobreiro@sobreiro.net
Quinta do Pinto S.A.,quintadopinto@quintadopinto.pt
New York Wine & Grape Foundation Incorporated,susanspence@nywgf.org
New York International Wine Competition Berlin International Wine Competition,info@nyiwinecompetition.com
New Cape Wines Christiaan Groenewald,christiaan@ncw.co.za
Neverland e. K.,info@neverland-vineyards.com
Nespresso Deutschland GmbH,info@nespresso.com
Netzl GesnbR,weingut@netzl.net
Neptun Freight Services GmbH,info@neptun-services.de
Neumeister GmbH,weingut@neumeister.cc
Nepier Kft.,office@happyhunwine.com
Negro Angelo e Figli Azienda Agricola,negro@negroangelo.it
Nehrbaß GbR - Weingut und Brennerei,info@meinlieblingswein.de
Nemeion Estate S.A.,info@nemeionestate.gr
Navarrsotillo S.C. Organic Rioja Wines,info@navarrsotillo.com
Navarro Correas plc,marta.martinelli@grupopenaflor.com.ar
Negociants New Zealand Ltd Nautilus Estate,sales@nautilusestate.com
Negociants International Pty. Ltd./ Yalumba,info@negociants.com
Naturian Ökoweine GmbH & Co. KG,info@naturian.de
National Vine and Wine Chamber,office@villayambol.com
National Office for Vine and Wine - Wine of Moldova,adigolean@wineofmoldova.com
Nath. Johnston & Fils SA,
Napa Valley Vintners,reception2@napavintners.com
Narrow Valley SpA,info@narrowwalley.cl
Nals Margreid,info@kellerei.it
"Naig's Co ""Tovuz-Baltiya"" Ltd",Tovuzbaltiya@rambler.ru
"NADAL NADICOM, S.L.U.",export@nadal.com
QUINTA DO PESSEGUEIRO Sociedade Agricola e Comercial Lda.,quintadopessegueiro@zannier.com
"Quinta do Perdigao, Sociedade Unipessoal Lda.",quintadoperdigao@gmail.com
"Quinta Do Passadouro, LDA",passadouro@quintadopassadouro.com
"Quinta do Piloto Vinhos, Lda.",info@quintadopiloto.pt
"Quinta do Mouro, AE",geral@quintadomouro.com
Quinta do Monte d'Oiro Jose Manuel Ferreira Bento Dos Santos,geral@quintadomontedoiro.com
"Quinta do Noval-Vinhos, S.A.",noval@quintadonoval.pt
Quinta do Montalto LDA,info@quintadomontalto.com
"Quinta do Infantado, Vinhos do Produtor, Lda.",info@quintadoinfantado.pt
Quinta do Couquinho Sociedade Agrícola Lda.,quintadocouquinho@gmail.com
Quinta do Mondego - Fontes da Cunha S.A.,quintadomondego@iol.pt
"Quinta do Casal Monteiro, S.A.",geral@casalmonteiro.pt
"Quinta do Cerrado da Porta Cerrado da Porta, Lda.",geral@cerrado-da-porta.pt
"Quinta Do Barco JFS Sociedade Vinicola, Lda",comercial@quintadobarco.pt
"Quinta de Vale de Pios, Lda.",email@pios.pt
Quinta de Santiago Lda.,wine@quintadesantiago.pt
"Quinta Do Arrobe, Lda",
"Quinta de Santa Cristina Garantia das Quintas, Lda.",geral@garantiadasquintas.com
Quinta de Sant'Ana LDA,vinhos@quintadesantana.com
Quinta de Lemos S.A.,info@quintadelemos.com
Quinta de Marrocos,info@quintademarrocos.com
Quinta de Gomariz Lda.,tiagolopes@quintadegomariz.com
"Quinta de Cottas, LDA",geral@quintadecottas.pt
"Quinta de Curvos Soc. Agricola, S. A.",geral@quintadecurvos.pt
"Quinta de Chocapalha Casa Agricola das Mimosas, Lda.",chocapalha@chocapalha.com
"Quinta de Carapecos Sociedade Vitivinícola, Lda.",geral@quintadecarapecos.pt
"Quinta das Camélias Jaime de Almeida Barros, Lda.",qtadascamelias@sapo.pt
Quinta das Apegadas Sociedade Agricola Lda.,apegadas@apegadas.co.pt
"Quinta das Arcas Sociedade Agricola, Lda.",info@quintadasarcas.com
"Quinta da Sequeira Mario Jorge Eugenio Monteiro Cardoso,Lta",wine@quintadasequeira.com
Quinta da Samoça Lda.,info@quintadasamoca.com
Na Cuana,hello@nacuana.ie
Quinta da Ribeirinha Lda.,info@quintadaribeirinha.com
Quinta da Rosa Vinhos SA,
"Quinta Da Rede Sociedade Agricola, LDA",info@quintadarede.pt
"Quinta da Plansel Sociedade Vitivinicola, Lda",quintadaplansel@plansel.com
Quinta da Ponte Pedrinha - Maria de Lourdes Osório,quintadapontepedrinha@gmail.com
Quinta da Raza Lda.,geral@quintadaraza.pt
Quinta da Penseira SA,info@quintadapenseira.eu
Quinta da Lixa Lda.,info@quintadalixa.pt
"Quinta da Pacheca Soc. Agricola e Turistica, Lda",comercial@quintadapacheca.com
Quinta da Casaboa Lda.,info@casaboa.com
"Quinta da Pellada - Unipessoal, LDA.",saes@quintadapellada.com
"Quinta da Devesa, Lda.",joacunha@quintadadevesa.pt
QUINTA DA LAPA Agrovia Sociedade Agro-Pecuária S.A.,geral@quintadalapa-wines.com
"Quinta da Boeira - Arte e Cultura, Lda",clube@boeiraportugalinabottle.com
"Quinta da Calcada Sociedade Agrícola e Florestal, S.A.",agrimota@mota-engil.pt
"Quinta da Boa Esperança Favorite Purple, Lda.",info@quintadaboaesperanca.com
"Quinta da Bica Sociedade Agricola, Lda.",quintadabica@netcabo.pt
"Quinta da Basília do Todão Sociedade Agrícola, Lda. Quinta da Basília",
"Quinta da Badula, Lda.",quintadabadula@gmail.com
Quinta Couselo S.L.,quintacouselo@quintacouselo.com
"Quinta D'Amares Quinta de Amares - Vinicultura, Lda.",geral@quintadamares.pt
Quinta & Casa das Hortas Soc. Agricola e Comercial Lda.,info@casadashortas.pt
"Quinta da Alorna Vinhos, Lda.",geral@alorna.pt
QUIGNONES s.r.l.s.,estero@quignones.it
Quanta Terra Sociedade de Vinhos Lda.,quantaterra@gmail.com
"Quevedo Port Wine Vinoquel - Vinhos Oscar Quevedo, Lda",info@quevedoportwine.com
Quidni Estate Winery,marty@quidniwine.com
QPF sociedade agricola SA,
Qualia Wine Services Pty Ltd,info@qws.com.au
Quady Winery,info@quadywinery.com
Quails´Gate Winery,info@quailsgate.com
Qonzern GmbH & Co. KG,mail@qonzern.com
Qimerioni Ltd,Qimerioni@yahoo.com
Mylopotamos - Berg Athos G. Stefanidis & Co,info@mywines.gr
CVNE - Compañía Vinícola del Norte de España S.A.,marketing@cvne.com
Mylonas Winery O.E.,info@mylonas-wines.gr
Muxagat Vinhos Lda,geral@muxagat.pt
Murola Ing. Teodoro Bonati 1724 S.r.l. Societa Agricola,info@murola.it
Murielle Claudel Wines Sarl. MCW,murielle.claudel@gmail.com
Muriel Wines S.L.,"ana.barba@murielwines.com, info@murielwines.com"
Muri Gries,info@muri-gries.com
MURE SARL,domaine@mure.com
Münzenrieder Wein GmbH,info@muenzenrieder.at
"Multiwines, Lda. Quinta de Sao Sebastiao",geral@quintassebastiao.com
Muhr-van der Niepoort KG,
MUREDA ALIMENTACIÓN S.L.,export@mureda.es
MTE INTERNATIONAL SARL,sophie.leyrit@mtevins.fr
Movino Dooel LLC,pero.mocan@movino.mk
MT VINS SAS,
Movimiento de Viñateros Independientes MOVI AG,info@polkura.cl
Mount Langi Ghiran,info@langi.com.au
Moulin de Lene SCEA Famille Frayssinet,domaine@moulindelene.com
MOULIN CARESSE DEFFARGE DANGER EARL,contact@moulincaresse.fr
Moulin de la Roque Cooperative,contact@laroque-bandol.fr
Moser Weine GmbH,office@moserweine.at
Mottura Vini Del Salento srl.,info@motturavini.it
Mountain River Wines Latarie (Pty) Ltd.,
Mosel Jünger e.V.,info@moseljuenger.de
Mossio Fratelli Azienda Agricola,mossio@mossio.com
Moselland e.G. Winzergenossenschaft,info@moselland.de
Moselwein e.V.,info@weinland-mosel.de
Moreno GmbH & Co. KG,info@moreno.de
Moreira Olazabal e Borges Lda.,mob.geral@gmail.com
MOON HARBOUR SARL,contact@moonharbour.fr
MONTIRIUS LE DOMAINE SARL,saurel@montirius.com
MontGras Estates S.A.,opuls@montgras.cl
CVA Canicatti Soc. Coop. Agricola,info@cvacanicatti.it
Monteverro Srl Societá Agricola,info@monteverro.com
Cuzziol Grandivini Srl,cuzziol@cuzziol.it
CV CHAMPAGNE NICOLAS FEUILLATTE,contactcommercial@feuillatte.com
CUSUMANO s.r.l. Societa Agricola,info@cusumano.it
Curry Premium Wines OHG Stefanie und Thomas Curry,sc@currywines.de
Cupertinum - Antica Cantina del Salento 1935,cantinacopertino@libero.it
Culmina Familiy Estate Winery,info@culmina.ca
Cusmano Vini SRL,info@cusmano.it
CT Domains SARL Chateau Teyssier,info@maltus.com
"CSE Sociedade Agricola, Lda. Casa Santa Eulália",geral@casasantaeulalia.pt
Csányi Pincészet Zrt.,villany@csanyipince.hu
Crotasc SRL Mamete Prevostini,info@mameteprevostini.com
Crusoe Treasure Bajo el Agua SL,info@crusoetreasure.com
Crush Wines Ltd.,info@crush-wines.com
CROWN RANGE CELLAR LIMITED,sales@crownrangecellar.com
CROIZET SAS,contact@cognac-croizet.fr
Crespaia Az. Agr. Prelato,info@crespaia.it
Cristo de la Vega Bodegas,export@cristodelavega.es
Croatian Chamber of Economy (CCE),poljoprivreda@hgk.hr
Cremaschi Furlotti S.A.,info@cf.cl
