exhibitor_name,email
Domingos Alves de Sousa Quinta da Gaivosa,info@alvesdesousa.com
DOMINIO BASCONCILLOS S. L.,info@dominiobasconcillos.com
Dominic Wines Australia Pty. Ltd.,admin@dominicwines.com
Domaines Fabre en Haut-Medoc SARL,info@domaines-fabre.com
Domaines Albert Bichot SARL,bourgogne@albert-bichot.com
DOMAINES ALAIN AUBERT,contact@domaines-alain-aubert.com
Domaine Zind-Humbrecht EARL,contact@zind-humbrecht.fr
Domaine Zacharioudakis,info@zacharioudakis.com
Domaine Viticole L. & R. Kox,kox@pt.lu
Domaine Viticole A. Gloden et Fils,info@gloden.net
Domaine Virgille Joly SARL Virgile Joly & Cie,virgilejoly@orange.fr
Domaine Vins Zinck SARL Vins d´Alsace,info@zinck.fr
"Domaine Vacheron, SAS",vacheron.sa@wanadoo.fr
Domaine Vico / Clos Venturi SCEA,domaine.vico@orange.fr
DOMAINE ST FRANCOIS XAVIER (GAEC) Andre Gras et Fils,gigondas@orange.fr
Domaine St André de Figuière SARL,figuiere@figuiere-provence.com
Domaine Skouras S.A.,info@skouras.gr
Domaine Simonin Vins de Bourgogne,domsimonin.ja@wanadoo.fr
Domaine Sigalas S.A.,info@sigalas-wine.com
Domaine Shadrappa,
Domaine Sauger SCEA - Loire,domaine.sauger@orange.fr
Domaine Salel & Renaud Benoit Salel,contact@domainesalelrenaud.com
Domaine Santa Duc (SARL Yves Gras),remicognet@santaduc.fr
Domaine Saint-Lannes SARL Nicolas Duffour,contact@saint-lannes.fr
Domaine Saint Préfert SAS,helene@st-prefert.com
Domaine Saint Amant SCEA Saint Amant,concact@saint-amant.com
Domaine Saint Hilaire SARL,info@domainesaint-hilaire.com
Domaine Rolet Pere et Fils,rolet@wanadoo.fr
Domaine Roland Lavantureux Maison Lavantureux,domaine.lavantureux@gmail.com
Domaine R. Dubois & Fils,contact@domaine-dubois.com
Domaine Pré Baron - Loire (Earl Guy Mardon),jean-luc.mardon@wanadoo.fr
Domaine Poulet et Fils EARL Cave Poulet et Fils,cave_alain_poulet@yahoo.fr
Domaine Porto Carras S.A.,wines@portocarras.com
Domaine Piquemal EARL,contact@domaine-piquemal.com
Domaine Paterianakis,domainepaterianakis@gmail.com
Domaine Pierre Luneau-Papin EARL,contact@domaineluneaupapin.com
Domaine Octavie SCEA - Loire,domaineoctavie@domaineoctavie.com
Domaine Nicolas Croze EARL,contact@domaine-nicolas-croze.com
Domaine Michelas Saint Jemms GAEC Michelas,michelas.st.jemms@wanadoo.fr
Domaine Michel Girard Et Fils - Loire,michelgirard.fils@wanadoo.fr
Domaine Michel FONNE,
Domaine Masson-Blondelet SAS - Loire,info@masson-blondelet.com
Domaine Marcel Deiss EARL,marceldeiss@marceldeiss.fr
Domaine Maby SCEA,domaine-maby@wanadoo.fr
Domaine Louis Clerc SCEA Domaine Louis Clerc,domainelouisclerc@gmail.com
Domaine Luquet Roger GAEC Domaine Roger Luquet,domaine@domaine-luquet.com
Domaine Louis Bovard S.A.,vin@domainebovard.com
Domaine les Ondines EARL,jeremy.ondines@wanadoo.fr
DOMAINE LES GRANDES VIGNES FAMILLE VAILLANT GAEC,vaillant@domainelesgrandesvignes.com
Domaine les Grandes Costes E.A.R.L.,contact@grandes-costes.com
Domaine Les Eminades SARL,contact@leseminades.fr
Domaine les Aphillanthes EARL LES GALETS,lesgalets84@wanadoo.fr
Domaine les Aphillanthes EARL LES GALETS,lesgalets84@wanadoo.fr
Domaine Le Novi Earl Lubin,
Domaine le Nouveau Monde SCEA GAUCH,domaine-lenouveaumonde@wanadoo.fr
Domaine le Nouveau Monde SCEA GAUCH,domaine-lenouveaumonde@wanadoo.fr
DOMAINE LE GALANTIN EARL VIN DE BANDOL,domaine-le-galantin@wanadoo.fr
Domaine Laurent Vogt EARL,thomas@domaine-vogt.com
"Domaine Landrat-Guyollot EARL - Loire ""Les Berthiers""",landrat-guyollot@wanadoo.fr
Domaine Laurent Perrachon et Fils Earl.,laurent@vinsperrachon.com
Domaine la Tour Boisée,info@domainelatourboisee.com
Domaine Lalaurie (SARL Jean-Charles Lalaurie),lalaurie@domaine-lalaurie.com
Domaine La Provenquière SCEA,la.provenquiere@wanadoo.fr
Domaine la Suffrene GAEC Gravier-Piche,suffrene@orange.fr
Domäne Schloss Johannisberg,info@schloss-johannisberg.de
DOMAINE LA LIGIERE SCEA Bernard & Fils,laligiere@orange.fr
Domaine la Guillaumerie EARL,domainelaguillaumerie@gmail.com
Domaine La Milliere Earl.,la-milliere.arnaud@wanadoo.fr
Domaine la Fourmone SARL Famille Combe,contact@fourmone.com
Domaine La Croix Chaptal Pacaud Chaptal Earl,lacroixchaptal@wanadoo.fr
Domaine La Colombe SA,domaine@lacolombe.ch
Domaine La Croix Belle Jacques Boyer SARL,information@croix-belle.com
Domaine La Colliere Perrot Georges EARL,gperrot@domainelacolliere.com
Domaine la Barroche EURL,contact@domainelabarroche.com
Domaine Kreydenweiss Marc SCEA,marc@kreydenweiss.com
"Domaine Jean-Marc Bernhard, EARL",vins@jeanmarcbernhard.fr
Domaine Juliette Avril SCEA,info@julietteavril.com
Domaine Julien MASQUIN SCEA,
Domaine Jean-Marie Haag E.A.R.L.,info@domaine-haag.fr
Domaine Jacques Rouze - Loire,rouze@terre-net.fr
Domaine Huguet-Loire Patrick Huguet,vin.p.huguet@orange.fr
Domaine Jacques Prieur SC,info@domaines-labruyere.com
Domaine Henry Pellé SARL - Loire,contact@domainepelle.com
Domaine Hubert Metz,contact@hubertmetz.com
Domaine Huber et Bléger,domaine@huber-bleger.fr
Domaine Henri Ruppert,hruppert@pt.lu
Domaine Jolivet EARL,bastien@domainejolivet.fr
Domaine Henri Poiron & Fils,contact@poironhenri.com
Domaine Hatzimichalis S.A.,info.hatzimichalis@gmail.com
Domaine Henri Cruchon Henri Cruchon,contact@henricruchon.com
DOMAINE HAMELIN,domaine.hamelin@wanadoo.fr
Domaine Henri Bourgeois S.A.S.,domaine@henribourgeois.com
Domaine Guizard,benoit.guizard@domaineguizard.com
Domaine Gresser EARL,domaine@gresser.fr
Domaine Grand Nicolet Earl Nicolet Leyraud,domainegrandnicolet@rasteau.fr
Domaine Gour de Chaule SCEA Beaumet-Bonfils,contact@gourdechaule.com
Domaine Giraud Marie et Francois Giraud,contact@domainegiraud.fr
Domaine Gerard Brisson,vin.brisson@wanadoo.fr
Domaine Glinavos S.A.,domaine@glinavos.gr
Domaine Fouassier S.A.S. - Loire,contact@fouassier.fr
Domaine Gentile,domaine.gentile@wanadoo.fr
Domaine Galevan EARL Goumarre JP et C,contact@domaine-galevan.com
Domaine Fontanel SCEA Domaine de Fontanel sud de france develope,
Domaine Forca Réal SCEA,info@forcareal.com
Domaine Font de Michelle SCEA Etienne Gonnet,kelly@font-de-michelle.com
Domaine Feuillat Juillot SCEV,domaine@feuillat-juillot.com
Domaine Faiveley SAS,contact@domaine-faiveley.com
Domaine Fond Moiroux SARL,info@fondmoiroux.com
Domaine Felix S.C.E.A.,domaine.felix@wanadoo.fr
Domaine Eric Gelly,domaineericgelly@orange.fr
Domaine Engel Fernand EARL,f-engel@wanadoo.fr
Domaine Edegger Edegger kft,office@domaine-edegger.com
DOMAINE DU VAL GREVIN Florent Masson,fmasson@wanadoo.fr
Domaine Du Grand Tinel SAS Les Vignobles Elie Jeune,contact@domainegrandtinel.com
Domaine du Moulin de L'Horizon-Earl. DMH,domaine@moulindelhorizon.com
Domaine du Coquerel SA Calvados Coquerel,
Domaine du Colombier GAEC Guy Mothe et ses Fils,domaine@chabliscolombier.com
Domaine Du Chapitre - Loire St. Romain Maryline et François Desloges,ledomaineduchapitre@wanadoo.fr
Domaine du Clos de l´Epinay - Loire Luc Dumange,domaine.clos.epinay@cegetel.net
DOMAINE DU CELLIER DES CRAY,domaine-du-cellier-des-cray@vden.fr
Domaine Drouhin Oregon,david@domainedrouhin.com
Domaine Dopff au Moulin Pierre Etienne Dopff,domaines@dopff-au-moulin.fr
Domaine Desom,info@desom.lu
Domaine des Trottières SAS,contact@domainedestrotieres.com
DOMAINE DES TOURELLES,office@domainedestourelles.com
Domaine des Pères de l'Eglise SCEA Paulette Gradassi & Fils,peres.de.leglise@wanadoo.fr
Domaine des Maravilhas SCEA,info@domainedesmaravilhas.com
Domaine des Pasquiers-Patience SAS France Vintage,vin.france.vintage@gmail.com
Domaine des Malandes SARL,contact@domainedesmalandes.com
Domaine des Huards - Earl Jocelyne et Michel Gendrier,contact@domainedeshuards.com
Domaine des Enfants EARL,marcel@domaine-des-enfants.com
Domaine des Chesnaies EARL,
Domaine des Capriers - GAEC Marion et Mathieu Vergnes,contact@domainedescapriers.fr
Domaine des Carabiniers SARL Biodynamic Wine,carabinier@wanadoo.fr
Domaine des BAUMARD,contact@baumard.fr
Domaine de Viaud SARL Château Les Graves de Viaud,info@lesgravesdeviaud.fr
Domaine de Valensac SA,valensac@orange.fr
Domaine de Rocheville sarl,contact@domainederocheville.fr
Domaine de Reuilly SARL - Loire,denis-jamain@wanadoo.fr
Domaine de Parazols Earl Des Pins,vinsparazolsbertrou@orange.fr
Domaine de Pajot (EARL),damienbarreau@domainepajot.com
Domaine de Nalys SCI,contact@domainedenalys.com
Domaine de Nizas et Sallèles SCEA,francoise@domaine-de-nizas.com
Domaine de Ménard Sarl MENARD,contact@domainedemenard.com
Domaine de Malavieille Mireille Bertrand,domainemalavieille.merifons@wanadoo.fr
Domaine de Maison Blanche Yves de Mestral,info@domainemaisonblanche.ch
Domaine de l´Hortus Sarl Jean Orliac,orliac.hortus@wanadoo.fr
Domaine de Leyre-Loup GFA LANSON,
Domaine de Laguille SCEA La Treille,contact@laguille.com
Domaine de Labourdonnais Ltee.,export@ddl.mu
Domaine de Laballe Famille Laudet EURL,contact@laballe.fr
DOMAINE des BROSSES S.C.E.V. Alain GIRARD et Fils,domainedesbrosses@yahoo.fr
DOMAINE de la SANGLIÈRE SARL de la SANGLIÈRE,sanglière@domaine-sangliere.com
Domaine de la Renaudie - Loire EARL Denis Patricia et Bruno,domaine.renaudie@wanadoo.fr
Domaine de la Petite Roche SCEV Regnard da la Ville Fromoit,contact@domainepetiteroche.com
Domaine de LA NOBLAIE - LOIRE Earl Manzagol Billard,contact@lanoblaie.fr
Domaine de la Meulière GAEC Nicolas et Vincent Laroche,contact@chablis-meuliere.com
Domaine de la Mordorée SCA,info@domaine-mordoree.com
Domaine de la Guicharde Arnaud Guichard,info@laguicharde.fr
Domaine de la Dourbie SAS la Dourbie,lgraell@ladourbie.fr
Domaine de la Garance A.E.,
DOMAINE DE LA CROIX SAS,advlacroix.domainedelacroix@gmail.com
DOMAINE DE LA BEGUDE SCEA,contact@domainedelabegude.fr
Domaine de L'Amauve VOEUX Christian,contact@domainedelamauve.fr
Domaine De L'Olivette SCEA,contact@domaine-olivette.com
Domaine De L'Amandine,info@domaine-amandine.fr
Domaine de Fontenille SAS,domainedefontenille@gmail.com
Domaine de I'lle Margaux,
Domaine de Joy SARL Joÿ Selection,gael@domaine-joy.com
Domaine de Fontavin EARL Chouvet Helene et Michel,helene-chouvet@fontavin.com
Domaine de Cray Antoine Antier EARL,antoineantier@wanadoo.fr
Domaine de Campaucels EARL,domainecampaucels@orange.fr
Domaine de Cébéne Brigitte Chevalier,
Domaine de Cambis,
Domaine De Brousse Suzanne et Philippe Boissel,domainedebrousse@wanadoo.fr
Domaine de Brescou SARL,info@brescou.com
Domaine de Besombes Damien de Besombes Singla,
DOMAINE DE BEAURENARD Paul Coulon et Fils (SCEA),contact@beaurenard.fr
Domaine Courbis Earl.,contact@domaine-courbis.fr
DOMAINE CYROT-BUTHIAU S.C.E.,
Domaine D'Orfeuilles Earl Herivault Bernard - Loire,earl.herivault@france-vin.com
Domaine David EARL David & DUVALLET,domainedavid@orange.fr
Domaine Costa Lazaridi S.A.,info@domaine-lazaridi.gr
Domaine Comte Peraldi Sarl Societe Commerciale,info@domainperaldi.com
Domaine Chatelain S.A.S. - Loire,contact@domaine-chatelain.com
Domaine Chiroulet SARL MAISON FEZAS,chiroulet@wanadoo.fr
Domaine Charles Audoin EARL,domaine-audoin@orange.fr
Domaine Bousquet SA,info@domainebousquet.com
Domaine Brusset S.A.,domaine-brusset@wanadoo.fr
Domaine Cauhapé SCEA,contact@cauhape.com
Domaine Chamfort SCEA Famille PERDIGAO,domaine-chamfort@orange.fr
Domaine Boudau S.a.r.l.,contact@domaineboudau.fr
"Domaine Bott-Geyl, Earl",info@bott-geyl.com
Domaine Bosquet des Papes EARL Boiron Maurice et Nicolas,bosquet.des.papes@orange.fr
DOMAINE BOTT FRERES SAS ELSÄSSER WEIN,vins@bott-freres.fr
Domaine Bosc Long SAS,post@domaine-bosclong.com
Domaine Boeckel SAS,boeckel@boeckel-alsace.com
Domaine Bordenave SCEA Gisèle Bordenave,contact@domaine-bordenave.com
Domaine BERTHET-BONDET EARL,berthet-bondet@orange.fr
Domaine Besson EARL,contact@domaine-besson.com
Domaine Berthelemot Brigitte SCE,contact@domaineberthelemot.com
Domaine Antonin Guyon SC,domaine@guyon-bourgogne.com
DOMAINE ATTILON (Scea de Roux-Cavard),contact@attilon.fr
Domaine Bairaktaris Christos Bairaktaris,new_wine@otenet.gr
Domaine ALARY EARL DENIS ALARY,
Domaine Albin Jacumin EARL A. Jacumin,domaine.ajacumin@orange.fr
Domain Ruet EARL,ruet.beaujolais@orange.fr
Dom Diogo - Vinhos Verdes Maria José de Barros Teixeira Coelho,
Domaine AIMESTENTZ EARL AIMÉ STENZ ET FILS,vins.stentz@calixo.net
Doluca Bagcilik ve Sarapcilik A.S,selimd@doluca.com
Domain Mega Spileo (Cavino S.A.),info@megaspileo.gr
DOGLIOTTI 1870 s.n.c.,commerciale@dogliotti1870.com
Doina Vin S.r.l.,contact@doinavin.md
DLG TestService GmbH Competence Center Food & Beverage,info@dlgts.com
DIWINEXPORT Consorzio per I'internazionalizzazione,info@diwinexport.com
Dogarina Vi.V.O. Agricola SRL,info@dogarina.it
DIVINO Nordheim Thüngersheim eG,info@divino-wein.de
Divib Media Ltd.,
DIVA - THE DIVA NETWORK SARL,diva@divawine.com
Disznoko Zrt.,disznoko@disznoko.hu
Ditta Salvadori Cesare SNC,info@salvadoriwine.com
Ditta individuale 'Viola Teresa',Lirosi.francesco@gmail.com
Distinguished Wines,mail@birthejensen.com
Distillery Gatsios Ltd.,info@gatsios-distillery.com
Distilleries et Domaines de Provence SA,info@distilleries-provence.com
Distillerie Tessendier & Fils SAS,a.tessier@cognac-tessendier.com
DISTILLERIE MERLET & FILS SAS,marketing@merlet.fr
distillerie liquoristerie de namur sprl,info@distilleriedenamur.com
Distillerie des Moisans S.A.S,distillerie@moisans.com
Distillerie De La Tour SAS - Maison Monteru,faxinfo@distilleriedelatour.com
Distillerie De La Tour SAS - Maison Monteru,faxinfo@distilleriedelatour.com
Distilleria G. Bertagnolli SRL,info@bertagnolli.it
Distillerie Combier SAS,export@combier.fr
Distilleria Marzadro S.p.A.,export@marzadro.it
Distilleria Santa Teresa dei F.lli Marolo S.r.l.,grappe@marolo.com
DISTILLERIE CAMEL SPA,info@bepitosolini.it
Distilleria Flli Pisoni S.r.l.,info@pisoni.it
Distilleria Dellavalle Roberto Dott,erredierreit@gmail.com
Distilleria Beccaris Elio di Beccaris Carlo & C. Snc,info@distilleriabeccaris.it
Distell Ltd.,iperasmus@distell.co.za
Distilleria F.lli Caffo Caffo Deutschland GmbH,info.de@caffo.com
Disisa S.R.L. Societa Agricola,info@vinidisia.it
Dirupi S.A.,info@dirupi.com
Direct Export French Wines,directexportfrenchwines@yahoo.fr
Dirler-Cadé EARL,dirler-cade@terre-net.fr
Direccion General de Relaciones Economicas Internacional PROCHILE,info@prochile.gob.cl
Dingac Skaramuca d.o.o.,
DILMOOR S.p.A.,info@dilmoor.com
Direct Domaines Distribution Hervé Kerlann SARL,contact@herve-kerlann.com
Diemersfontein Wines (PTY) LTD.,marketing@diemersfontein.co.za
"DIEZ SIGLOS DE VERDEJO, S.L.",info@diezsiglos.es
Diemersdal Wine Estate (Pty) Ltd.,info@diemersdal.co.za
DIEGALE ssa,
Die Weinmacher GmbH,info@n-wm.de
Die Weinwurm's,wein@weinwurms.at
DIAMANTAKIS WINERY,info@diamantakiswines.gr
Dictador Europe sp. z o.o.,aga@dictador.com
Di Tullio Vini Cantine Di Tullio Azenda Certifica,info@cantineditullio.com
Di Majo Norante,vini@dimajonorante.it
Di Filippo az.agr. S.S.,info@vinidifilippo.com
Di Gennaro Feinkost- und Weinhandelsgesellschaft mbH,info@digennaro.de
Di Giovanna Srl.,info@di-giovanna.com
DHL Global Forwarding GmbH,globalforwarding.de@dhl.com
Dezzani S.r.l.,dezzani@dezzani.it
DGB (Pty) Ltd.,
"DFJ Vinhos, S.A.",info@dfjvinhos.com
"Dewazakura Sake Brewery Co., Ltd.",
Devoille - de Miscault Distillerie SAS,contact@devoille.com
Deutsches Weintor eG,info@weintor.de
DEV'UP Centre-Val de Loire,
Deutsches Weininstitut GmbH (DWI),franzgerd.miessner@deutscheweine.de
Deutsche Wein- und Sommelierschule Koblenz-Berlin-Hamburg / Gastronom. Bildungszentrum Koblenz e. V.,schulz@weinschule.com
deuna Handelsgesellscht mbH & Co. KG,rubino@deuna.de
Destillerie Kammer-Kirsch GmbH,info@kammer-kirsch.de
Destillerie Franz Bauer GmbH,destillerie@bauerspirits.at
Deutsche Gutswein Vertriebs GmbH,info@diegueter.de
Destilerija Zaric d.o.o. Kosjeric,info@destilerijazaric.com
Denominacion de Origen Navarra (C.R.D.O.),info@navarrawine.com
"Destilerias MG, S.L.",aceballos@destileriasmg.com
Denominacin de Orige Protegida YECLA,consejo@yeclavino.com
Der klitzekleine Ring GbR Steillagenretter im Auftrag des Rieslings,info@klitzekleinerring.de
Dereszla Kft,dereszla@dereszla.com
Demeter e.V.,info@demeter.de
De Martino S.A.,mcoll@denartino.cl
DE KRANS WINES (Pty) Ltd.,dekrans@mweb.co.za
De Mour S.A.R.L.,contact@demour.com
De Martino S.A.,mcoll@denartino.cl
DE FALCO VINI s.a.s.,defalcovini@tin.it
De Faveri Spumanti Srl.,info@defaverispumanti.it
De Angelis e C. S.r.l.,info@tenutadeangelis.it
DE CLARICINI DORNPACHER FONDAZIONE DE CLARICINI DORNPACHER,info@declaricini.it
DCOOP-BACO Cooperativa,
De Bortoli Wines Pty. Ltd.,victor_sorokin@debortoliwines.com
DBL EXWINES S.L.,info@dblwines.com
David Rovira Minguella Celler Vidbertus,info@vidbertus.com
DARDANELLI SA Familia Dardanelli,ventas@familiadardanelli.com.uy
Dauvergne Ranvier R & D Vins SAS,contact@dauvergne-ranvier.com
Dante Rivetti Azienda Agricola,info@danterivetti.com
Dandelion Vineyards Pty Ltd,winery@dandelionvineyards.com.au
Damilano Az. Agr. s.r.l.,info@damilanog.com
DAquino Group of Companies Pty. Ltd.,export.sales@daqg.com.au
Dalvina Winery,dalvina@dalvina.com.mk
Dal Cero Società Agricola,info@vinidalcero.com
DACHSER SE,info@dachser.com
"Dal Maso Snc di Dal Maso Nicola, Silvia e Anna Società Agricola",info@dalmasovini.com
"Daishichi Sake Brewery Co., Ltd.",
"D.O. 5 Hispanobodegas, S.L.",info@hispanobodegas.com
D.F.I LTD,export@kremlyovskaya.com
Destille Kaltenthaler Inh. Hermann Kaltenthaler,destille@kaltenthaler.de
Domeniul Bogdan SA,contact@domeniulbogdan.ro
Domeniile Mennini Srl,office@cramamennini.ro
Domaine de Verquiere Earl Bernard Chamfort,stephanie@domaine-de-verquiere.fr
Domaine Dubost et Fils,j.p-dubost@wanadoo.fr
Dominikaner Weingut Dr. Carmen von Nell-Breuning,info@weingut-von-nell.de
Domaine Elodie Balme,balme.elodie@wanadoo.fr
Domäne Müller Gutsverwaltung GmbH,office@mueller-wein.at
Domaine Edmond RENTZ SARL,info@edmondrentz.com
DOMAINE LOUIS CHENU ET FILLES,
Domaine Pöttelsdorf GesmbH,office@w-d-p.at
DOMAINE WARDY / SOLIFED S.A.R.L.,info@domainewardy.com
Domaines Chevaliers SA,info@chevaliers.ch
"Domaines HM, S.A.S.",spedron@vfb.fr
Domaines Bonfils SAS,bonfils@bonfilswines.com
Domaines Julien & Fils Sarl Domaine de Bachellery,bachellery@gmail.com
Domaines Luc Pirlet SCEA,info@lucpirlet.com
Domaines Kilger GmbH & Co. KG,wein@domaineskilger.com
Domaines Jean Durup Père et Fils S.A.,contact@domainesdurup.com
Domaines Roger Zannier SARL CHATEAU SAINT MAUR,csm@zannier.com
Domaines Roux Pere & Fils S.A.,export@domaines-roux.com
Domaines Rouvinez SA,info@rouvinez.com
Domaines Vinsmoselle Château de Stadtbredimus,info@vinsmoselle.lu
Domäne Wachau eGen,office@domaene-wachau.at
Domdechant Werner'sches Weingut,weingut@domdechantwerner.com
DOMENIILE BLAGA S.R.L.,cristina.juncu@domeniileblaga.ro
Dei Maria Caterina Dei,info@cantinedei.com
Destillerie Farthofer Mag. Josef Farthofer,office@destillerie-farthofer.at
