FAILMSG,HREF,BIZADD,EMAIL,DATE_SCRAPED,TEL,CONAME
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13532&sid=05EB9BDEB2A0E4ECACC3BDD708C1AF81,"9 JALAN ANGGERIK MOKARA 31/60 KOTA KEMUNING, SEKSYEN 31 SHAH ALAM 40460 SELANGOR",info@gruppelighting.com,'2017-08-04,03 - 55254133,GRUPPE LIGHTING SOLUTION SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94824&sid=D68AEB3CDB1EC4D8EAF8ECDF9D7ADBC3,NO 60 JALAN TS 6/4 SUBANG INDUSTRIAL PARK 47620 SELANGOR,admin@andesb.com,'2017-08-04,03 - 56361932,ASIA NDE SDN. BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61575&sid=B29A18C295804F0217D12A0B14439183,"20, JALAN KUCHAI MAJU 16 KUCHAI ENTREPRENEUR'S PARK OFF JALAN KUCHAI LAMA 58200 KUALA LUMPUR",massivefan@gmail.com,'2017-08-04,03 - 79833639,MASSIVE FAN INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14472&sid=87420D0279D7C4F7AE137C116CE1F234,"1A, 10TH MILE FEDERAL HIGHWAY PETALING JAYA 47300 SELANGOR",michelle@firefighter.com.my,'2017-08-04,03 - 79629999,FIRE FIGHTER INDUSTRY SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95070&sid=850F508F7AEF6EAC8045F69178F79DAC,A-5-3 PRIMA AVENUE JALAN PJU 1/39 DATARAN PRIMA PETALING JAYA 47301 SELANGOR,n@sogud.com.my,'2017-08-04,03 - 78867876,SOGUD SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10873&sid=E52C08996971CBEBC833F59C4F83A282,"LOT 2.12, 1ST FLOOR ONETJ SHOPPING MALL KUCHING 93350 SARAWAK",simon@veonic.com,'2017-08-04,082 - 455991,VEONIC SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61903&sid=159C18A568E80585709E66134EB7D2D5,"13B-5, JALAN PJU 1/39 BLOCK D DATARAN PRIMA 47301 SELANGOR",vernard.kok@swiss-mann.com,'2017-08-04,03 - 78039953,SWISSMANN (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67261&sid=0572C1803BB5E3C817CF24991E33445E,"PLOT 6, LORONG PERUSAHAAN MAJU 2 PHASE 4, PRAI INDUSTRIAL ESTATE PRAI 13600 PULAU PINANG",roy@ecotech-led.com.my,'2017-08-04,04 - 5020868,ECOTECH LED (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96191&sid=25BA98FFB97EDCC3EA68225CFDEF21BE,UNIT 1001 MENARA PJ PUSAT PERDAGANGAN AMCORP PERSIARAN BARAT PETALING JAYA 46050 SELANGOR,sales@glendimplex.com.my,'2017-08-04,012 - 3355232,GLEN DIMPLEX MALAYSIA SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9365&sid=9E46003B1BC61F0160B94099639FCE9F,"5, JALAN TEKNOLOGI 3/5 TAMAN SAINS SELANGOR 1 KOTA DAMANSARA 47810 SELANGOR",info@water-care.com.my,'2017-08-04,03 - 61574888,WATER-CARE INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10087&sid=284E9D4C2A446D87F355258BCD82E224,"3, 5 & 7, JALAN TSB 8 TAMAN INDUSTRI SG BULOH SG BULOH 47000 SELANGOR",export@success.com.my,'2017-08-04,03 - 62792800,SUCCESS ELECTRONICS & TRANSFORMER MANUFACTURER SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11802&sid=F3D27AB6CEFABB4679E3E6427EA0F456,"1ST MILE, JALAN PANDAMARAN TEPI SUNGAI AUR, PANDAMARAN NV PORT KLANG 42000 SELANGOR",michelle@nanmu.com,'2017-08-04,03 - 31675162,ARONA MOP PRODUCTS MANUFACTURING  SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92911&sid=89D71BF4702309A0CEDA02CF5611C43E,NO 1 JALAN TPP 1/5 TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR,qemventure@gmail.com,'2017-08-04,03 - 80682628,QEM VENTURE SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4970&sid=A3936E2559E81E9AB9DEC12A30CD646B,"NO. 14, JALAN ANGGERIK MOKARA 31/44 KOTA KEMUNING SHAH ALAM 40460 SELANGOR",sales@dbim.com.my,'2017-08-04,03 - 51211887,DAY BRITE INDUSTRIAL MANUFACTURING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13921&sid=7573E849046DAFD3B6B5E557CB6AF4AC,"LOT PT 75-77, JALAN 26/6 KAW PERINDUSTRIAN HICOM, SECTION 26 P.O. BOX 7306, SHAH ALAM 40710 SELANGOR",sharul@phn.com.my,'2017-08-04,03 - 51914636,PHN INDUSTRY SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11794&sid=3A34FC7176CBCE9A0F2C71EC7959E3A4,PLOT 106 HILIR SUNGAI KELUANG 5 BAYAN LEPAS PHASE 4 11900 PULAU PINANG,sales@ttvision-tech.com,'2017-08-04,604 - 6456294,TT VISION TECHNOLOGIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96508&sid=5D60336EC51464173D3664C042A37F4D,8 JALAN 3/5 BANDAR BARU SELAYANG BATU CAVES 68100 SELANGOR,allroundertotalsolution@gmail.com,'2017-08-04,016 - 2289418,ALL ROUNDER TOTAL SOLUTION
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89932&sid=E338BF52D2EF583910D6BECB9773A29C,"UNIT G-02, GROUND FLOOR BLOCK C JALAN SS 20/27, DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR",info@pamuri.com,'2017-08-04,03 - 77283384,PAMURI TOKUTOKUYA SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11594&sid=8456D3AB1CAEC18FF3C29876EB338CAB,"LOT 526, JALAN RANTAU PANJANG, 11 MILE TELOK PANGLIMA GARANG KUALA LANGAT 42500 SELANGOR",enquiries@davis.com.my,'2017-08-04,03 - 31222488,DAVIS MALAYSIA SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79294&sid=293D07876504EADBD3F4A4A327EA2B3A,"20, JALAN PJS 5/30 PUSAT PERDAGANGAN PETALING JAYA  (PJCC) PETALING JAYA 46150 SELANGOR",ahmad@endaupv.com,'2017-08-04,03 - 77838789,ENDAUPV INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58462&sid=41FE5EC31B42534696218090EB23757B,"NO.6, LORONG PERUSAHAAN SUNGAI LOKAN 3 KAWASAN PERINDUSTRIAN SUNGAI LOKAN BUTTERWORTH 13800 PULAU PINANG",sales@systemair-cooler.com,'2017-08-04,04 - 3563955,ENVIRO AIR COOLER SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89607&sid=B07DF8F4383A136C17C6E02CECCB7BDF,"LOT 8977 JALAN TELOK GONG, KAMPUNG NELAYAN PANDAMARAN, PORT KLANG 42000 SELANGOR",lhslhv@yahoo.com,'2017-08-04,03 - 31342995,SOCOL SYSTEM SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79883&sid=C725D6252D9E1525D63C3CF56848BB55,51-3A-2 JALAN METRO PERDANA BARAT 1 TAMAN USAHAWAN KEPONG 52100 KUALA LUMPUR,info@verenzo.com,'2017-08-04,03 - 62585822,VERENZO SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80299&sid=0287484EA7EFDEE350911F7EAADCF3C2,"15 & 17, JALAN JELAPANG MAJU 2 KAW INDUSTRI  RINGAN JELAPANG MAJU IPOH 30020 PERAK",soh@ampweld.com.my,'2017-08-04,05 - 5277589,AMPWELD INDUSTRIES (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72609&sid=FAE24D41FA6C000739FE9C9004680D84,"LOT 10, PHASE III BATU BERENDAM FTZ  75350 MELAKA",ghazali.mahmood@qeosystems.com,'2017-08-04,06 - 2849642,QUANTUM ELECTRO OPTO SYSTEMS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11956&sid=0AB0ECFBEDB814C0B50E6E612635D370,"9, JALAN JURUUKUR U1/19 HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",hra_crm@creden.com,'2017-08-04,03 - 58826060,CREDEN MECHATRONIC SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6644&sid=4D39CDAFE08E9DE34570597CC067FB8A,"8, JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG 47100 SELANGOR",javier@bluguard.com.my,'2017-08-04,03 - 80651299,ARCHTRON RESEARCH & DEVELOPMENT SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89641&sid=D04ED27F877817A391589C561B0B0E51,"23A-01, LEVEL 23A MENARA LANDMARK NO 12 JLN NGEE HENG  80000 JOHOR",accjb@hanman.net,'2017-08-04,07 - 5137875,HANMAN INTERNATIONAL SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73194&sid=32B1C07E82ACD7364F5EF6CA99DB3661,"19, JALAN KEMUNING PRIMA C33/C KEMUNING UTAMA SECTION 33 SHAH ALAM 40400 SELANGOR",enquiry@sonneenergie.com,'2017-08-04,03 - 51220535,INNOTEAM TECHNOLOGY SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89061&sid=047DB5A9F439DAFA876844DD2648CC05,"6, 7, 8 & 12 JALAN GANGSA 3 DESA PERINDUSTRIAN KULAI 2 KELAPA SAWIT 81030 JOHOR",eastoolone@gropjoy.co.jp,'2017-08-04,07 - 6525994,EASTOOL INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61304&sid=0597F746AE4FCA65F64A23C2112A96B4,"LOT 7.13, LEVEL 7, 1 TECH PARK TANJUNG BANDAR UTAMA, BANDAR UTAMA PETALING JAYA 47800 SELANGOR",paulineloh@ppventures.com.my,'2017-08-04,03 - 77283669,PPT MEDIA SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89833&sid=2C38F6D4D09427333AFA15B6681C8D3E,"100.3.017, 129 OFFICES, BLOCK J, JAYA ONE 72A, JALAN UNIVERSITI PETALING JAYA 46200 SELANGOR",info@testo.my,'2017-08-04,03 - 79325990,TESTO SMI SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89919&sid=164008CCB598A8AA577D975D281229B6,"NO.A-01-05, JALAN EJ 1/3, TAMAN EHSAN JAYA JOHOR BAHRU 81100 JOHOR",ewiselink@gmail.com,'2017-08-04,07 - 3516182,EWISELINK TECHNOLOGY ENTERPRISE
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15493&sid=69C054E381D05E3733156266F997D04A,"NO. 8, JALAN KIP 3 KIP INDUSTRIAL PARK, SRI DAMANSARA  52200 KUALA LUMPUR",mark.rampling@lnegroup.net,'2017-08-04,03 - 62742400,LNE NETWORK SYSTEMS (ASIA) SDN BHD (FORMERLY KNOWN AS MID-WONDER INDUSTRIES SDN BHD)
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4001&sid=8D56EDC4AF12889A82000AD49060E6B1,"20 & 20M, JALAN 6/116B KUCHAI ENTREPRENEURS PARK OFF JALAN KUCHAI LAMA 58200 KUALA LUMPUR",massivefan@gmail.com,'2017-08-04,03 - 79833639,SODECO INDUSTRIES (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7756&sid=A7F6E8D7D549EE979AEEE9591533A55B,"35-1, 1ST FLOOR JALAN MELATI UTAMA 4 MELATI UTAMA, SETAPAK 53100 KUALA LUMPUR",info@altasneem.com.my,'2017-08-04,03 - 41072999,AL-TASNEEM SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81349&sid=CEF606E575C1DA49B2B0045241E09C25,LOT 12 GROUND FLOOR JALAN PENSYARAH U1/28 SECTION U1 HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR,laysun@z-cep.com.my,'2017-08-04,03 - 55670671,Z-CEP ENERGY MANAGEMENT SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89636&sid=04464C2D692CDF7AAD073ACACA48FEFD,SUITE 21. NO 3A & 3A-1 RESTU AG BUSINESS LOUNGE (RBL) BINJAI 8 LORONG BINJAI KLCC 50450 KUALA LUMPUR,info@per1m.com.my,'2017-08-04,03 - 21817422,LEADER PRICE (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92756&sid=5E5EB2147F7A7C5D97158A3EA3608B85,7 LORONG MELUR 17 BAGAN JERMAL  12000 PULAU PINANG,jcong@ghb.com.my,'2017-08-04,04 - 3329284,ITSCOLL PRODUCTS (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92549&sid=CBB05FCA95CE515BFB0B9191E7436E50,LOT 1584 KAMPUNG PARIT TENGAH LAUT PARIT JAWA MUAR 84150 JOHOR,elratechnologies@gmail.com,'2017-08-04,06 - 9875818,ELRA TECHNOLOGIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11502&sid=1BBF3CF0293222D9FD55C3D9DA4DF15C,"5, JALAN TEKNOLOGI 3/5 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR",info@meru.com.my,'2017-08-04,03 - 61574888,MERU ELECTRIC SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10241&sid=347676871310B9EA4B67069128C8FD30,"39 & 41, JALAN PENDAMAR 27/90 SECTION 27, ALAM MEGAH SHAH ALAM 40400 SELANGOR",fameco93@streamyx.com,'2017-08-04,03 - 51921993,RABBAND MARKETING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10758&sid=19B9FEA5D9B503AAE43B84220C0B5360,"12A, JALAN GITAR 33/3 ELITE INDUSTRIAL ESTATE, SECTION 33 SHAH ALAM 40350 SELANGOR",leso.mgm1@gmail.com,'2017-08-04,03 - 51212673,LESO INSTRUMENTS (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74432&sid=0067B60DA144901AB9DC59015C06A889,"6, 8 & 10 JALAN BK 3/2, BANDAR KINRARA PUCHONG 47180 SELANGOR",info@fingertec.com,'2017-08-04,03 - 80709933,FACE ID WORLDWIDE SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93619&sid=A449CC23C25989975FFE94F2EC1E5FD6,55 LORONG BLM2/10 BANDAR LAGUNA MERBOK 08000 KEDAH,vgsinartek@gmail.com,'2017-08-04,019 - 4528840,VG SINAR TECHNOLOGY
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92783&sid=7E321282558D6B434A6CA2265720BD60,NO 3 JALAN SUBANG 6 TAMAN PERINDUSTRIAN SUBANG USJ 1 47600 SELANGOR,I.Want.to.Save@DEGIndustrial.com,'2017-08-04,03 - 80233898,HI-BEAM LIGHTING (M) SDN. BHD.
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92888&sid=CA5D832E40BA4EB1AB4A5AAAEBEB9DB8,11A 2ND FLOOR JALAN INDUSTRI PBP 11 PERINDUSTRIAN PUSAT BDR PUCHONG 47100 SELANGOR,laylee.huang@72genius.com,'2017-08-04,03 - 80633881,72 GENIUS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74800&sid=1ECB5F11147BF9357AF6858DC5FBCF91,"27, JALAN REBENA 3, OFF JALAN SERULING 59 TAMAN KLANG JAYA KLANG 41200 SELANGOR",info@mypromosys.com,'2017-08-04,03 - 33231001,PROMOSYS TECHNOLOGY (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95483&sid=784AF1F5579433DC6B268CF13EDE87FB,"118, GROUND FLOOR JALAN TUN SAMBANTHAN BRICKFIELDS 50470 KUALA LUMPUR",nasedevimex@gmail.com,'2017-08-04,016 - 2197222,NASADEV ENTEREPRISE
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97027&sid=E02919B89CC830E2AA6BDE6F07A6615B,NO 5B JALAN BPU 8 BANDAR PUCHONG UTAMA PUCHONG 47100 SELANGOR,suzairi@ipinfra.com.my,'2017-08-04,03 - 80917100,IPINFRA NETWORKS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15877&sid=D0F7946684F43850BCB745484B24A724,"14, JALAN CERAPU OFF BATU 3 1/4 CHERAS CHERAS 56100 KUALA LUMPUR",sales@define.com.my,'2017-08-04,03 - 92858177,DEFINE INTEGRATION SDN BHD
