HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,FAILMSG,BIGCAT,SMALLCAT
http://www.thegreenbook.com/companies/singapore-daito-engineering-pte-ltd/,Singapore Daito Engineering Pte Ltd,"""info@sdel.com.sg""",+65  62614715,+65  62651055,19 Tuas Sth St 5   S(637650),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/springwell-marketing-services-pte-ltd/,Springwell Marketing Services Pte Ltd,"""springwell@singnet.com.sg""",+65  64830319,+65  64830917,50 Tuas Ave 11 #03-37 Tuas Lot S(639107),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/modern-singapore-access-equipment-pte-ltd/,Modern (Singapore) Access & Equipment Pte Ltd,"""inquiry@modernsg.com.sg""",+65  62656558,+65  62645568,7 Chia Ping Rd S(619972),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/rotomatik-s-pte-ltd/,Rotomatik (S) Pte Ltd,"""sales.sg@rotomatik.com""",+65  68968878,+65  68968082,51 Bt Batok Cres #06-03 Unity Centre S(658077),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/oceanic-offshore-engineering-pte-ltd/,Oceanic Offshore Engineering Pte Ltd,"""info@oceanicoffshore.com.sg""",+65  62626662,+65  68981728,14 Jln Tukang S(619253),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/mhe-demag-s-pte-ltd/,MHE-Demag (S) Pte Ltd,"""info_mhe@mhe-demag.com""",+65  63053500,+65  68621933,33 Gul Circle   S(629570),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/mastermark-pte-ltd-ubi-road-/,Mastermark Pte Ltd (Ubi Road),"""info@mastermark.com.sg""",+65  67416880,+65  67416881,61 Ubi Rd 1 #04-01 Oxley Bizhub S(408727),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/master-scaffolds-pte-ltd/,Master Scaffolds Pte Ltd,"""smpl.scaffold@gmail.com""",+65  63927702,+65  63927703,145 Tuas View Sq  Westlink Techpark S(637749),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/nishio-rent-all-singapore-pte-ltd/,Nishio Rent All Singapore Pte Ltd,"""nishio@nras.com.sg""",+65 68613939,+65 68610820,9 Tuas Ave 18 S(638893),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/manitou-asia-pte-ltd/,Manitou Asia Pte Ltd,"""info@manitouasia.com""",+65 68620771,+65 68620216,16 Neythal Rd S(628581),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/leeden-ltd/,Leeden Ltd,"""sgsales.safety@leedenlimited.com""",+65  62681221,+65  62682838,1 SHIPYARD RD S(628128),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/keppel-sea-scan-pte-ltd/,Keppel Sea Scan Pte Ltd,"""sscan123@keppelseascan.com""",+65  62626100,+65  62621231,55 Gul Rd Level 5  S(629353),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/lian-hup-brothers-pte-ltd/,Lian Hup Brothers Pte Ltd,"""info@lhb.com.sg""",+65  63670625,+65  63679959,18 Kranji Rd S(739461),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/jsk-engineering-sdn-bhd/,JSK Engineering Sdn Bhd,"""jskesb@po.jaring.my""",+603 58828993,+603 58828991,"No.45 Jalan Layang Layang 3, Bandar Puchong Jaya 47100 Puchong, Selangor  Malaysia",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/john-chen-singapore-pte-ltd/,John Chen (Singapore) Pte Ltd,"""info@johnchen.sg""",+65  62852122,+65  62853068,6 Little Rd   S(536984),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/pure-foods-singapore-pte-ltd/,Pure Foods (Singapore) Pte Ltd,"""info@purefoods.com.sg""",+65  62939338,+65  63968018,16 Collyer Quay #10-15 Hitachi Tower S(049318),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/agricultural-equipment-supplies/page/2/
http://www.thegreenbook.com/companies/jpn-industrial-trading-pte-ltd/,JPN Industrial Trading Pte Ltd,"""sales@jpn.sg""",+65 62889991,+65 62805725,13A Pandan Cres S(128478),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/lindholst-singapore/,Lindholst Singapore,,+65  62655522,+65  62661084,17 Wan Lee Rd   S(627947),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/agricultural-equipment-supplies/page/2/
http://www.thegreenbook.com/companies/la-sons-pte-ltd/,La & Sons Pte Ltd,,+65  64660613,+65  64660613,607 Bt Timah Rd #01-01  S(269708),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/agricultural-equipment-supplies/page/2/
http://www.thegreenbook.com/companies/multi-corporation-s-pte-ltd/,Multi-Corporation (S) Pte Ltd,"""mcs@multicorporation.net""",+65 68632863,+65 68636880,11 Tuas View Cres Multico Bldg S(637643),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/agricultural-equipment-supplies/page/2/
http://www.thegreenbook.com/companies/novagro-pte-ltd/,Novagro Pte Ltd,,+65 63161531,+65 63161530,50 Bt Batok St 23 #07-21 Midview Bldg S(659578),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/agricultural-equipment-supplies/page/2/
http://www.thegreenbook.com/companies/precision-co-pte-ltd/,Precision Co (Pte) Ltd,"""enquiry@preco.com.sg""",+65  62213171,+65  62245763,2B Mandai Est #01-02 BHL Factories S(729929),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/agricultural-equipment-supplies/page/2/
http://www.thegreenbook.com/companies/united-industrial-products-pte-ltd/,United Industrial Products Pte Ltd,"""daniel@uitmail.com""",+65  67469835,+65  67450385,Blk 1013 Geylang East Ave 3 #03-128  S(389728),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/unique-hardware-co-pte-ltd/,Unique Hardware Co Pte Ltd,"""ypteo@unique.com.sg""",+65  67484211,+65  67478026,7 Woodlands Ter   S(738432),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/tooling-cutting-technologies-pte-ltd/,Tooling & Cutting Technologies Pte Ltd,,+65 62965393,+65 62964383,Blk 808 French Rd #03-179 Kitchener Complex S(200808),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/warenest-hardware-s-pte-ltd/,Warenest Hardware (S) Pte Ltd,"""info@warenest.com.sg""",+65  63162339,+65  63162303,51 Bt Batok Cres #02-03 Unity Centre S(658077),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/trg-asia-pte-ltd/,TRG Asia Pte Ltd,"""enquiry@trgasia.com.sg""",+65  65535488,+65  65531807,27 Woodlands Ind Pk E2 Nordix S(757460),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/tek-an-pte-ltd/,Tek An Pte Ltd,"""sales@tekan.com.sg""",+65  62951661,+65  62921662,Blk 7 Kallang Pl #06-03/04  S(339153),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/yew-cheong-asiapac-pte-ltd/,Yew Cheong (Asiapac) Pte Ltd,"""yca23@singnet.com.sg""",+65  62962323,+65  62972323,51 Kallang Pl S(339176),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
http://www.thegreenbook.com/companies/taikyuu-industrial-supply-pte-ltd/,Taikyuu Industrial Supply Pte Ltd,"""sales@taikyuu.com.sg""",+65  67457098,+65  67457909,37 Tannery Lane #05-08 Tannery Hse S(347790),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/page/3/
