HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG,BIGCAT,SMALLCAT
http://www.thegreenbook.com/companies/terex-singapore-ltd/,,,+65 67342647,+65 63852569,391B Orchard Rd #23-01 Ngee Ann City Tower B S(238874),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/aerial-work-platforms/page/4/
http://www.thegreenbook.com/companies/springwell-marketing-services-pte-ltd/,Springwell Marketing Services Pte Ltd,,+65  64830319,+65  64830917,50 Tuas Ave 11 #03-37 Tuas Lot S(639107),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/aerial-work-platforms/page/4/
http://www.thegreenbook.com/companies/singapore-daito-engineering-pte-ltd/,Singapore Daito Engineering Pte Ltd,,+65  62614715,+65  62651055,19 Tuas Sth St 5   S(637650),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/aerial-work-platforms/page/4/
http://www.thegreenbook.com/companies/rotomatik-s-pte-ltd/,Rotomatik (S) Pte Ltd,,+65  68968878,+65  68968082,51 Bt Batok Cres #06-03 Unity Centre S(658077),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Rotomatik (S) Pte Ltd

 was established in 1997 in Singapore during the Asia turmoil. We specialize in manufacture, design and sales of material handling system. These material handling systems are being used in the storage, movements, control and protection of materials where we ensure that the goods and products are safe throughout the process of manufacturing, consumption, distribution and disposal. We have carefully created our organization to serve the rapid changing face of today’s industries with personnel specializing in their respective area with high performance and eligibility. These material handling equipments are industrial crane and hoist systems, offshore and petrochemical products and ergonomic material handling equipment which industries are most needed.




At Rotomatik, we ensure the customers that having the high reliability material handling system is our long term commitment. And our service and maintenance teams provide a wide range of after care packages such as system modifications, preventive maintenance, and repair services to ensure our costumer’s piece of mind. These teams are well trained personnel’s, knowledgeable and experienced people on these services for the satisfaction of the customers.




Rotomatik is the sole-agent in Singapore for the leading German brand R. Stahl’s crane and hoist systems. And also Rotomatik (S) Pte Ltd is a distributor for Ingersoll-Rand’s material handling systems (Zimmerman, ARO & Silver Series).




The Strength




Rotomatik ensures high quality, reliability and safety on crane design and construction. To obtain the standards for the benefits and protection of the customers, we make sure that the teams that are highly trained, experienced engineer and technical personnel in applying the skills of trade and capabilities to complex jobs.




At Rotomatik, deliberating thinking and delicate acting in terms of quality, reliability and safety has become commonplace throughout sales and project execution connect with efficient after-sales services.




The Commitment




Rotomatik (S) Pte Ltd

 

is committed to strive for excellence in its field by subscribing to sound engineering and business practice. And at Rotomatik, we ensure that the varying needs and demands of the individual client’s satisfactions are properly served.




The Track Record

Over the years, Rotomatik delivered many successful installations in a wide range of Industries. The lists of Rotomatik satisfied clients includes Volvo Singapore, Singapore Aerospace Manufacturing, PUB, Mindef, Kimberly Clark, Jurong Shipyard, Infineum Singapore, GlaxoSmithKline, Flextronic, Dayen, 3M Singapore and many more industrial companies.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/aerial-work-platforms/page/4/
http://www.thegreenbook.com/companies/oceanic-offshore-engineering-pte-ltd/,Oceanic Offshore Engineering Pte Ltd,,+65  62626662,+65  68981728,14 Jln Tukang S(619253),"
										


											 
										


                                        


                                            
                                        


                                        


                                            We are a niche company widely credited as being the catalyst for the major advancement in the engineered design of heavy lift slings, state-of-the-art rigging machinery and equipment players in this region. Backed by a dynamic workforce that constantly keeps ahead of skills and technologies, Oceanic prides itself for consistently providing innovative solutions through practical designs. 
 

 


Extensive research work, design and engineering, manufacturing, installation and commissioning are complemented by over 20 years experience in the heavy lift business. Added to that, is an extensive and well regarded network of partners and associate companies to fully support its operations.

                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/aerial-work-platforms/page/4/
http://www.thegreenbook.com/companies/industrial-links-international-pte-ltd/,Industrial Links International Pte Ltd,,+65  68616968,+65  68611681,149 Woodlands Ind Pk E5   S(757511),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Industrial Links International Pte Ltd

's strength lies in its expertise in providing fast track construction solutions in today's increasingly fast-paced life with tight schedules and the labour shortage construction market in Asia. 




 




We aim for zero reworks and increasing productivity so that we continue to remain as a preferred trusted business partner in the industry.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/h-b-fuller-singapore-pte-ltd/,,,+65  62215833,+65  62213225,8 Marina Blvd #05-02 Marina Bay Financial Centre S(018981),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/in-mat-technologies-s-pte-ltd/,In-Mat Technologies (S) Pte Ltd,,+65  64932000,+65  67410832,623 Aljunied Rd #05-09 Aljunied Ind Complex S(389835),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/heraeus-materials-singapore-pte-ltd-ang-mo-kio-ave-5-/,,,+65  65717888,+65  65717778,5002 ang mo kio ave 5 #04-05 techplace ii S(569871),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/heraeus-materials-singapore-pte-ltd-pioneer-crescent-/,,,+65  65717888,+65  65717670,26 Pioneer Cres #06-11/12 West Park Bizcentral S(628558),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/hypax-pte-ltd-french-road-/,Hypax Pte Ltd (French Road),,+65  62977472,+65  62977892,Blk 808 French Rd #02-09/19 Kitchener Complex S(200808),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/hypax-pte-ltd-jurong-port-road-/,,,+65  62619989,+65  62682093,27A Jurong Port Rd #01-49  S(619101),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/hypax-pte-ltd/,Hypax Pte Ltd,,+65  62917222,+65  62940372,87 Kaki Bt Ave 1  Shun Li Ind Pk S(417956),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Hypax: “Your Partner for One-stop Sealing Solution...”




Established in 1989 and based in Singapore, Hypax is today the leading supplier of innovative, high-quality sealing products in Singapore and around the world.




Hypax is an authorized distributor of the following:




- Sakagami




- Hallite




- Parker




- Polypac




- Simrit / CFW / MERKEL




- HyFast Seal




 We also supply the following but not limited to the following reputable brand:




- National




- NOK




- ChicagoRawhide (CR)




- Busak + Shamban




- Forsheda




- Valqua, 

- Elringkliner

In conjunction with knowledge gained over the years in the business, Hypax has always concentrates on our greatest strength that is to provide our customer with the highest quality products and services. We are committed to serving our customers by providing same-day shipment for orders and low minimum order requirement. Hypax is your direct link to high-quality sealing products and solution!


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/hwa-seng-furniture-pte-ltd/,,,+65 67440312,+65 67477700,312 Geylang Rd S(389351),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/hong-teck-hin-hardware-machinery-pte-ltd/,Hong Teck Hin Hardware & Machinery Pte Ltd,,+65  62943600,+65  62980821,265 Jln Besar   S(208938),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
http://www.thegreenbook.com/companies/huntsman-advanced-materials-singapore-pte-ltd/,Huntsman Advanced Materials (Singapore) Pte Ltd,,+65 62952650,,150 Beach Rd #37-00 Gateway West S(189720),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/page/5/
