HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG,BIGCAT,SMALLCAT
http://www.thegreenbook.com/companies/nanyang-projects-pte-ltd/,,,+65  63381112,+65  63383696,Blk 269 Queen St #02-226  S(180269),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-contractors/
http://www.thegreenbook.com/companies/microtac-systems-pte-ltd/,Microtac Systems Pte Ltd,,+65  62977713,+65  62977793,71 Ubi Cres #01-01 Excalibur Centre S(408571),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/access-floorings/
http://www.thegreenbook.com/companies/additech-industrial-services-supplies-pte-ltd/,Additech Industrial Services & Supplies Pte Ltd,,+65  68622977,+65  68622377,49 Gul Circle   S(629582),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-tumbling-service/
http://www.thegreenbook.com/companies/frisco-technology-services-pte-ltd/,Frisco Technology & Services Pte Ltd,,+65  67431919,+65  67425650,3 Jln Wakaff #01-01 S(428233),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
http://www.thegreenbook.com/companies/razorsharp-pte-ltd/,Razorsharp Pte Ltd,,+65  62277515,+65  62277512,315 Outram Rd #01-03 Tan Boon Liat Bldg S(169074),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-sharpening-stones/
http://www.thegreenbook.com/companies/warrior-pte-ltd/,Warrior Pte Ltd,,+65  63645100,+65  63640629,Blk 17 Marsiling Ind Est Rd 1 #01-11  S(739279),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/additives-concrete/
http://www.thegreenbook.com/companies/aver-asia-s-pte-ltd/,Aver Asia (S) Pte Ltd,,+65  68616368,+65  68612142,14 Benoi Pl S(629953),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Aver Asia (S) Pte Ltd, incorporated in 1999 in Singapore, specializes in equipment rental, sales, repair and maintenance services and sales of related parts and accessories. The company services customers in the marine and shipyard industries, oil and gas industries and construction and infrastructure companies. The company provides maintenance services, replacement units for backup and 24 hour call as part of the rental services provided.




Our range or rental equipment for the industry include:




1. Air Compressor:

• Free air delivery: 175 to 1070 cfm

• Rated pressure: 100 to 350 psi

• Skid base/lifting cage/trailer mounted

• Diesel engine driven




2. Air Winch/Tugger:

• Safe working load: 3 to 10 ton

• Operating speed: 8-11 m/mm

• Operating air pressure: 6-8 bar




3. Aerial Platform/Boomlift:

• Self-propelled

• Working height: 8 to 45 meter

• Diesel engine driven

• Wheeled drive / Battery Operated

• 360 degree continuous




4. Forklift & Material Handler:

• 1.5 to 45 ton

• Diesel engine driven or battery operated

• All range of mast




5. Generator:

• 5KVA to 1400 KVA

• Diesel engine driven

• 50Hz to 60Hz




6. Rectifier/Inverter:

• DC power/AC power

• 400 to 500 amp

• AC power together with welding power

• Light weight

• 6 units per lifting rack




7. Scissor Lift:

• Self-propelled

• Working height: 4 to 18 meter

• Diesel engine driven or battery operated




8. Skid-Steer Loader (Bobcat)

• Operating capacity: 1300lbs/590kg

• Diesel engine driven




9. Welding Machine:

• DC power/AC power

• 400 to 700 amp

• AC power together with welding power

• Diesel engine driven

• Skid base/lifting cage




10. Towerlight:

• 4 x 400w

• 4 X 1000w

• Aerial Work Platform (AWP)




11. Telescopic handler:

• Diesel engine driven

• Lifting height: 7 meter to 17.5 meter

• Lifting capacity: 3,000kg to 4,000kg




12. Mobile Elevated Work Platform (MEWP) Training:

• Boomlift

• Scissorlift

• Aerial Work Platform

• Spiderlift

13. Air Receiver Tank:

• 500 to 15,000litre tank

• 150 to 300psi

14. Air Cool Aftercooler / Dryer:

• 350 to 1070 cfm

• 100 to 350 psi

• -40°C


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/aver-advance-pte-ltd/,Aver Advance Pte Ltd,,+65 68623373,+65 68621171,14 Benoi Pl S(629953),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/aron-lifts-international-pte-ltd/,Aron Lifts International Pte Ltd,,+65  62428567,+65  62422767,3018 Bedok Nth St 5 #06-45 Eastlink S(486132),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/amx-engineering-pte-ltd/,AMX Engineering Pte Ltd,,+65  62599011,+65  62598919,39 Jln Pemimpin #02-03 Tai Lee Ind Bldg S(577182),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

AMX Group

 is a company characterized by dynamic growth with a strong presence across ASEAN, South Asia and the Middle East. AMX Group is divided into 5 Business Divisions, mainly: Material Handling Division, Hoist & Crane Division, Drum Handling Division, Lifting Accessories Division, and lastly, Service & Spare Division. We are a Manufacturer, Sole Agent, One of the Largest Stockist and One-Stop Centre for many major brands. 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/aly-energy-singapore-pte-ltd/,Aly Energy Singapore Pte Ltd,,+65  62668558,+65  62665885,23 Tuas Ave 8   S(639238),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

aly energy

 is all about providing sales, rental and diagnosis services for industrial equipment across array of industries.




 




we are strategically located to provide our customers with the most efficient and economical service possible, and keep it simple!




 













simplicity is entrenched in all our processes:










enquiry







Surf our Website, Fax-on-demand or just call us!













ordering







SMS, Email, Fax or just give us a tinkle!













logistics




Live tracking & update from our alyCare consultants










helpdesk







24/7 response from our alyCare specialists
















 




Our vision:

to be a world-class energy rental company that is widely recognised and respected in the field of energy rental market.




 




Our mission:

to deliver simplified energy solutions with technical expertise to satisfy the needs and wants of the communities we served.




 




Our values:




Excellence

excellence is to be the best that we can be. We are highly committed to deliver professional services that meet the needs of our customers.




 




Respect

we respect people as individuals and welcome diversity in capability and background.




 




Partnership

we see our customers as partners in a common endeavor, that is, to provide the best value that is acknowledged and best for the partnership.




 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/alimak-hek-pte-ltd/,,,+65  62620078,+65  62622068,18 Boon Lay Way #03-123/124/125/126 TradeHub 21 S(609966),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/acer-lift-pte-ltd/,Acer-Lift Pte Ltd,,+65 62619532,+65 62616352,5 Tuas Basin Cl S(638804),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/access-systems-technology-pte-ltd/,Access Systems Technology Pte Ltd,,+65  67778884,+65  67773314,8 Tuas Sth St 12   S(637088),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/access-safety-technologies-pte-ltd/,Access Safety Technologies Pte Ltd,,+65  67485535,+65  67487797,Blk 1085 Eunos Ave 7A #01-26/#02-26 S(409535),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/a-g-equipment-pte-ltd/,A & G Equipment Pte Ltd,,+65  65196905,+65  67591803,1A Kranji Loop   S(739536),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

A&G Equipment Pte Ltd

 specialises in heavy ground support machinery, providing reliable professional rental services. Headed by a young and dynamic management, 

A&G Equipment Pte Ltd

 aims to provide reliable and quality rental of machinery and equipment with a view towards excellent service. We provide machinery and equipment to the Construction, Marine, Oil & Gas / Offshore industries, specializing in Boom Lifts, Scissors Lift, Forklifts, Telehandlers, Skid-Steer Loaders, Air Compressors, Generators. 

We offer both short-term and long-term rental services. Through constant upgrading of our workforce and machinery, we strive to attain a reputable and prominent market position.




A&G Equipment Pte Ltd

 

supplies rental machinery to:




Construction Industry




Integrated resorts




Hotels




Residences




Painting industry




Shipping Sector




Subway




Marine sector




Interior design and Renovation companies




Solar manufacturing complex




Other industrial and Manufacturing sectors




Offshore / Oil & Gas Industry


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/wah-kok-professional-engineering-contractor/,Wah Kok Professional Engineering Contractor,,+65  65703722,+65  65703724,50 Tuas Ave 11 #03-13/14 Tuas Lot S(639107),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Wah Kok Professional Engineering Contractor

 is in the business of structural steel works, civil & mechanical engineering. It is also a Building & Construction Authority (BCA) registered contractor and a certified bizSAFE company.




 




Mr. Tan Kock Wah founded the company in 1985 as a small engineering workshop with commitment to provide focused support to the engineering industries. Through the years, the management and its team have been able to provide high quality standard and total customer satisfaction through dedicated commitment in meeting the stringent requirement and high expectation. These have resulted in substantial growth for the business and we have successfully expanded by taking bold strides forward to diversify our services in many areas. We have a pool of highly trained professionals who are committed to provide all the necessary expertise and services for your industrial needs, thus ensuring your satisfaction.




 




Our industrial engineering services include:




• Steel products fabrication

• Mechanical engineering works

• Civil engineering works

• PVC, stainless steel, copper, M/S pipes installation




 




Business Partners




We have a team of well-trained, dedicated and experienced staff to provide services from design, fabrication, set up till final testing & commissioning. Over the years, we have established a reputation for quality and reliability in the domestic (Singapore) market. Our achievements have gained the recognition, tremendous support and trust from our customers, and they have benefit from our accumulated experience in solving industrial engineering problems and also our ability to recommend solutions. Our customer base includes industries from the marine, oil & gas, petrochemical, offshore & food in Singapore.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/tvh-singapore-pte-ltd/,TVH Singapore Pte Ltd,,+65  62761450,+65  62761452,6 Gul St 3   S(629264),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

COMPANY : 

TVH Singapore is part of TVH Group, the leading worldwide supplier of spare parts for industrial vehicles. We are your one-stop shop in material handling, industrial and agricultural equipment.

The incorporation of TVH Singapore Pte Ltd in 2006 enhanced our local presence in the market, offering our customers a better and faster service. Our sales team at TVH Singapore is welcome to serve you at our counter, via telephone/fax/email, or via MyTotalSource, our webshop for all your parts. You can inquire, look-up and order parts 24/7 with MyTotalSource at your convenience.

TRADE COUNTER : 

We operate a trade counter area with our Singapore facility for collection of goods and for assistance in parts identification.

WAREHOUSE : 

Situated in Jurong, our warehouse of 11,000 sq ft carries 6,000 fast-moving stock items, ensuring immediate delivery to our customers in Singapore. With another 600,000 stock items at our Belgian headquarters, we can guarantee being your one-stop solution.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/haulotte-singapore-pte-ltd/,Haulotte Singapore Pte Ltd,,+65  65460123,+65  65363969,26 Changi Nth Way   S(498812),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Haulotte Singapore Pte Ltd

 is a world-class and successful manufacturer and supplier of material lifting equipment specializing in aerial work platforms. We are also identified as the hub for equipment sales, spare parts and services support for Haulotte machines all over Asia.




Haulotte Singapore Pte Ltd was established in the year 2001 as a representative office for Haulotte Group. It was in the year 2005, when we became an official subsidiary of Haulotte Group. We can provide accommodation for large inventory of machine and spare parts in our 30,000 square ft facility located at Changi North.




Haulotte Singapore Pte Ltd is backed by highly qualified sales and customer support team in parts and services. We cater directly to the Singapore market for rental companies and end users. Our company has a broad distribution network for sales and after sales activities for Haulotte machines outside Singapore, included companies are Hong Kong, Taiwan, South Korea, Vietnam, Thailand, Indonesia and Philippines.




We aim to continually provide a customer-centric approach to deliver reliable equipment and services that meet specific and diverse market/industrial needs.




Products:

• Aerial Work Platform

• Articulating Booms

• Push Around

• Scissor Lifts

• Telehandlers

• Telescopic Booms




For business and product information you may directly contact our team or post inquiries below.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/atc-equipments-pte-ltd/,ATC Equipments Pte Ltd,,+65  66369919,+65  66369929,9 Tuas South Ave 10 #04-09/10  S(637014),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

ATC Equipments Pte Ltd

 is an emerging and enterprising equipment service provider specialized in Mobile Elevated Work Platforms (MEWPs). We are equipped with a full range of services including a fleet of reliable and quality brand new machines, coupled with comprehensive maintenance package, spare parts and repair services.

In addition, we also provide Rental Services for Construction Equipments & Material Handling Equipment (MHE) in order to offer a cost effective and one-stop solution for our customers.

Lead by an experience team, we are committed to relentlessly carrying out our services to a professional level and constantly upgrading our machines to satisfy our clients. We strongly believe that with our commitment, we are able to optimize your business values which are the vital factors to success.
                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/alniff-industries-pte-ltd/,Alniff Industries Pte Ltd,,+65  67444288,+65  67442298,33 Kaki Bt View  Kaki Bt Techpark II S(415965),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Alniff Industries Pte Ltd

 is established in 1992. A Company specialized in Material Handling Equipments, Racking & Shelving and Magnetic Products.

 Throughout these years, Alniff Industries has grown tremendously despite that we are a young company. With our enthusiasm, aggressiveness and flexibility, Alniff is keeping a good name in this industry and has out stand from out competitors, as we believe in providing the best quality of goods, solutions and services to every single customer. As such, we have established good contact base with reputable companies like Energizer Singapore Pte Ltd, IBM International Holdings, Hewlett Packard Singapore Pte Ltd, SBS Transit Pte Ltd, Grundfos Singapore Pte Ltd, Jurong Shipyard Pte Ltd, government bodies and etc. Our customer base is not only in Singapore, but we also supply goods and equipments to overseas market such as Malaysia, Indonesia, Philippines, Thailand and etc. 

Our philosophy is to assist all our valued customers by tailor solutions to suit their individual applications, in helping them to increase their productivity, minimize overhead cost and wok load. We are always aiming at improving efficiency and overall performance to achieve maximize customer satisfaction with the most efficient and best back-up service you ever find in this market! 

We guarantee that Alniff is certainly a name you can rely on!


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/
http://www.thegreenbook.com/companies/mass-technologies-pte-ltd/,Mass Technologies Pte Ltd,,+65  67634600,+65  67636316,7 Bt Batok St 22 S(659584),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Mass Technologies is specialized in 

Industrial Abrasives, Adhesives, Tapes, Protective Tapes, Automotive Products, Polishing Materials and  Safety Products & Marine Products.




 We strive to provide one stop industrial solution & products to our customers with the wealth of knowledge we have built up for the past two decades and the range of industrial products we carry , we are confident we are able to provide world class solution and services. We focus personalized customer service by constantly sharing product knowledge with our customers and valuing their feedbacks. Recognized by 3M as 3M Platinum Award Achiever since 1996.




 In order to add value to our customers, we have extended on products range to cover Abrasives, Adhesives, Safety Products, Tapes, Marine Products, Automotives Products, Specialize Wiper, Torchlight, Power and Pneumatic Tools, spanning across various industries.




 At Mass Technologies Pte Ltd, customer satisfaction is our priority. To achieve this, we are committed to deliver quality in our products, services and solutions. With the strong support of our business partners and dedicated staff, we strive to value-add by adopting an innovative work approach. With these strengths, we are confident of excelling, growing our organization.




 Concern for quality is of our major commitment. In our relentless pursuit for quality excellence, ISO9001:2008 Quality Management System has been evolved which incorporates both administrative and technical procedures. This provides our clients with the confidence that they are receiving professional services to the highest standards in all aspects from proposal level, through execution, to final reports and billing. Our commitment to quality is evident in the enduring relationships we have with long-term clients, as well as our ability to attract new clients. 

 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-sharpening-stones/
http://www.thegreenbook.com/companies/lepon-co-pte-ltd/,,,+65  67481833,+65  67466577,23 Kaki Bt View  Kaki Bt Techpark II S(415959),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-sharpening-stones/
http://www.thegreenbook.com/companies/computational-engineering-solutions-llp/,Computational Engineering Solutions LLP,,+65  92377974,+65  63923900,28 Kallang Pl #06-11 S(339158),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Computational Engineering Solutions LLP is Singapore's leading Computational Fluid Dynamics solution provider in the Building, HVAC, Water Treatment and Manufacturing Industries. CES offers a niche expertise in the area of Fire Simulations, Pollution Modeling, Natural Ventilation Simulation, Thermal Comfort Predictions and Water Treatment Solutions. Other enterprise offerings and solutions include Evacuation Modeling.



The company has a well established network of partners, clients and business relationships in Singapore and our clients are among the premier Architectural, HVAC and Water Treatment companies in Singapore. CES has set up a strong local presence in Singapore equipped with immense local knowledge.



A premium Computer Aided Engineering solution provider with strong domain knowledge, CES’s expertise in the Fire Safety and Pollution Control is unmatched.



As your trusted partner, CES serves as an invaluable advisor during design and optimization.

                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
http://www.thegreenbook.com/companies/leong-bee-soo-bee-trading-pte-ltd/,Leong Bee & Soo Bee Trading Pte Ltd,,+65  62640811,+65  62659497,32 Kian Teck Dr   S(628849),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-sharpening-stones/
http://www.thegreenbook.com/companies/ccw-associates-pte-ltd/,CCW Associates Pte Ltd,,+65  62784918,+65  62757206,Blk 165 Bt Merah Central #04-3671  S(150165),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
http://www.thegreenbook.com/companies/audioworx-acoustic-specialist/,Audioworx Acoustic Specialist,,+65 64388878,+65 64380042,89 Short St #08-04 Golden Wall Centre S(188216),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
http://www.thegreenbook.com/companies/alpha-acoustics-engineering-pte-ltd/,Alpha Acoustics Engineering Pte Ltd,,+65  68468872,+65  68461848,26 Sin Ming Lane #04-113 Midview City S(573971),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
http://www.thegreenbook.com/companies/adzaan-vibro-acoustics/,Adzaan Vibro-Acoustics,,+65  67953603,+65  67953602,1003 Bt Merah Central #06-39 Technopreneur Centre S(159836),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
http://www.thegreenbook.com/companies/acoustical-laboratory-pte-ltd/,Acoustical Laboratory Pte Ltd,,+65 64656212,+65 64656223,8 Toh Tuck Rd #01-01 S(596681),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/acoustical-consultants/
