HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,FAILMSG,BIGCAT,SMALLCAT
http://www.thegreenbook.com/companies/shanghai-tong-lee-hardware-pte-ltd-aljunied-road-/,Shanghai Tong Lee Hardware Pte Ltd ( aljunied Road ),"""sales@shanghaitonglee.com.sg""",+65  62987211,+65  67471359,200 Jalan Sultan #01-01 Textile Centre S(199018),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/8/
http://www.thegreenbook.com/companies/super-abrasives-engineering-pte-ltd/,Super Abrasives Engineering Pte Ltd,"""sae@superabrasives.com.sg""",+65  67473443,+65  67470883,11 Changi Nth St 1 #04-11  S(498823),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/8/
http://www.thegreenbook.com/companies/spec-engineering-pte-ltd/,Spec Engineering Pte Ltd,,+65  67412522,+65  67410522,3 Lor Bakar Batu #05-02 Brightway Bldg S(348741),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/8/
http://www.thegreenbook.com/companies/speedfam-co-ltd/,Speedfam Co Ltd,"""enquiry@speedfam.com.sg""",+65  65617997,+65  65559201,203 Woodlands Ave 9 #05-41B IMM Bldg S(738956),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/8/
http://www.thegreenbook.com/companies/soon-chuan-ann-co/,Soon Chuan Ann Co,,+65  67458828,+65  67484438,Blk 3014 Ubi Rd 1 #01-01  S(408702),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/8/
http://www.thegreenbook.com/companies/solariod-marketing-services/,Solariod Marketing Services,"""solariod@singnet.com.sg""",+65  67482777,+65  67495922,Blk 3005 Ubi Ave 3 #02-72  S(408861),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/8/
http://www.thegreenbook.com/companies/shoko-trading-s-pte-ltd/,Shoko Trading (S) Pte Ltd,,+65 62250822,+65 62253166,3 Shenton Way #24-04 Shenton Hse S(068805),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/sca-industries-s-pte-ltd/,SCA Industries (S) Pte Ltd,,+65  67456369,,3014A Ubi Rd 1 #01-01  S(408703),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/saint-gobain-abrasives-s-pte-ltd/,Saint-Gobain Abrasives (S) Pte Ltd,,+65 63372276,+65 63372247,15 Beach Rd #04-03 Beach Centre S(189677),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/sa-koyo-pte-ltd/,SA-Koyo Pte Ltd,,+65 67484770,,180 Paya Lebar Rd #09-05 Yi Guang Fty Bldg S(409032),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/saint-gobain/,Saint-Gobain,,+65 63342636,+65 63345325,15 Beach Rd #04-02 Beach Centre S(189677),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/pan-marine-blasting-abrasives-pte-ltd/,Pan Marine Blasting Abrasives Pte Ltd,"""contactus@pmba.com.sg""",+65  68624884,+65  68611368,32 Tuas Cres   S(638721),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/nsl-envirotech-pte-ltd/,NSL EnviroTech Pte Ltd,"""enquiries@nsl.com.sg""",+65  65361000,+65  65361008,77 Robinson Rd Robinson 77 S(068896),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/nsl-chemicals-ltd/,NSL Chemicals Ltd,,+65  62650200,+65  62659942,26 Tg Kling Rd   S(628051),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/mirka-asia-pacific-pte-ltd-anson-road-/,Mirka Asia Pacific Pte Ltd ( anson Road ),,+65  67335422,+65  67352185,10 anson rd #26-07 international plaza S(079903),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/mirka-asia-pacific-pte-ltd/,Mirka Asia Pacific Pte Ltd,,+65  67335422,+65  67352185,10 Anson Rd #28-05A International Plaza S(079903),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/petromate-hardware-engineering-co/,Petromate Hardware & Engineering Co,"""petromate@gmail.com""",+65 67455054,+65 67412939,Blk 3025 Ubi Rd 3 #02-123 S(408653),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/wing-poh-hardware-pte-ltd/,Wing Poh Hardware Pte Ltd,"""sales@wingpoh.com.sg""",+65 62500523,+65 62552025,159 Sin Ming Rd #07-01 Amtech Bldg S(575625),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/9/
http://www.thegreenbook.com/companies/lian-hock-hardware-industries-pte-ltd-serangoon-/,Lian Hock Hardware Industries Pte Ltd (Serangoon),"""lianhock@singnet.com.sg""",+65  62943702,+65  62922022,560 Serangoon Rd   S(218177),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/liberchem-enterprise-pte-ltd/,Liberchem Enterprise Pte Ltd,,+65  67411139,,61 Kaki Bt Ave 1 #05-18 Shun Li Ind Pk S(417943),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/lian-hock-hardware-industries-pte-ltd/,Lian Hock Hardware Industries Pte Ltd,,+65  62682115,+65  62682133,5 Tuas Link 1   S(638585),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/prolog-marketing-network-pte-ltd/,Prolog Marketing Network Pte Ltd,"""Danielle@prolog.com.sg""",+65  63833822,+65  63833622,76 Playfair Road #08-05 LHK2 Building Lobby 3 S(367996),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/7/
http://www.thegreenbook.com/companies/mega-hardware-pte-ltd/,Mega Hardware Pte Ltd,"""megahw@singnet.com.sg""",+65  65708381,+65  65708648,11 Serangoon Nth Ave 5 #04-03  S(554809),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/6/
http://www.thegreenbook.com/companies/used-machinery/,Used Machinery,"""admin@usedmachinery.sg""",,,S,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/unipac-equipment-pte-ltd/,Unipac Equipment Pte Ltd,"""unipacsg@singnet.com.sg""",+65  65432166,+65  65432220,96H Jln Senang   S(418488),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/unipac-engineering-s-pte-ltd/,Unipac Engineering (S) Pte Ltd,,+65 62428990,+65 65432220,8 Limau Ter S(465807),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/ue-power-resources-pte-ltd/,UE Power & Resources Pte Ltd,"""uepower-sales@ueec.sg""",+65  68657388,+65  62689620,2 Gul St 4 S629234),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/terex-singapore-ltd/,Terex Singapore Ltd,,+65 67342647,+65 63852569,391B Orchard Rd #23-01 Ngee Ann City Tower B S(238874),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/unimech-engineering-pte-ltd/,Unimech Engineering Pte Ltd,"""unimech@singnet.com.sg""",+65  63550831,+65  63550627,Blk 8 Toa Payoh Ind Pk #01-1241 S(319060),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/springwell-marketing-services-pte-ltd/,Springwell Marketing Services Pte Ltd,"""springwell@singnet.com.sg""",+65  64830319,+65  64830917,50 Tuas Ave 11 #03-37 Tuas Lot S(639107),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/oceanic-offshore-engineering-pte-ltd/,Oceanic Offshore Engineering Pte Ltd,"""info@oceanicoffshore.com.sg""",+65  62626662,+65  68981728,14 Jln Tukang S(619253),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/rotomatik-s-pte-ltd/,Rotomatik (S) Pte Ltd,"""sales.sg@rotomatik.com""",+65  68968878,+65  68968082,51 Bt Batok Cres #06-03 Unity Centre S(658077),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/kong-sun-co-pte-ltd/,Kong Sun & Co Pte Ltd,"""ksjag888@singnet.com.sg""",+65 62988993,+65 68411238,Blk 1074 Eunos Ave 6 #01-183 S(409630),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/nishio-rent-all-singapore-pte-ltd/,Nishio Rent All Singapore Pte Ltd,"""nishio@nras.com.sg""",+65 68613939,+65 68610820,9 Tuas Ave 18 S(638893),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/kinik-industries-pte-ltd/,Kinik Industries Pte Ltd,"""lianhockptkoh@singnet.com.sg""",+65  62989068,+65  62989682,548 Serangoon Rd   S(218170),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/kok-han-marketing-pte-ltd/,Kok Han Marketing Pte Ltd,"""sales@kokhan.com""",+65  62945760,+65  62968926,3 Kaki Bt Rd 1 #01-03/04 Eunos Technolink S(415935),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/kiftraco-pte-ltd/,Kiftraco Pte Ltd,"""sales@kiftraco.com""",+65  67460711,+65  67460771,623 Aljunied Rd #03-01 Aljunied Ind Complex S(389835),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/klingspor-pte-ltd/,Klingspor Pte Ltd,"""main@klingspor.com.sg""",+65  65586689,+65  68613207,30 Tuas Ave 10 #05-01  S(639150),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/kemet-far-east-pte-ltd/,Kemet Far East Pte Ltd,"""sales@kemet.com.sg""",+65  64820990,+65  64811363,32 Ang Mo Kio Ind Pk 2 #02-12 Sing Ind Complex S(569510),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/kanto-palmer-systems/,Kanto-Palmer Systems,"""enq01@kanto-palmer.com""",+65  62766761,+65  62766408,203 Henderson Rd Wing B #12-11 Henderson Ind Pk S(159546),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/kang-sun-pte-ltd/,Kang Sun (Pte) Ltd,"""sales@kangsun.com.sg""",+65  67490105,+65  67491013,7 Kaki Bt Rd 1 #B1-02 Eunos Technolink S(415937),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/hiap-guan-electro-plating-materials-pte-ltd/,Hiap Guan Electro-Plating Materials Pte Ltd,"""hiapguan@singnet.com.sg""",+65  62940441,+65  62987182,118 Jln Besar   S(208838),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/in-spec-corporation-pte-ltd/,In-Spec Corporation Pte Ltd,"""sales@inspec.com.sg""",+65  67388446,+65  67389479,10 Tuas Ave 18A S(638858),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/hermes-abrasives-pte-ltd-hillview-/,Hermes Abrasives Pte Ltd (Hillview),,+65  68612747,+65  68612641,63 Hillview Ave #03-03 Lam Soon Ind Bldg S(669569),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/hermes-abrasives-pte-ltd/,Hermes Abrasives Pte Ltd,"""Sales@hermesabrasives.com.sg""",+65  68612747,+65  68612641,63 Hillview Ave #03-03 Lam Soon Ind Bldg S(669569),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/5/
http://www.thegreenbook.com/companies/singapore-daito-engineering-pte-ltd/,Singapore Daito Engineering Pte Ltd,"""info@sdel.com.sg""",+65  62614715,+65  62651055,19 Tuas Sth St 5   S(637650),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/4/
http://www.thegreenbook.com/companies/moore-ridge-international-pte-ltd/,Moore Ridge International Pte Ltd,"""mridge@singnet.com.sg""",+65  64521101,+65  64531101,51 Bt Batok Cres #02-21 Unity Centre S(658077),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/modern-singapore-access-equipment-pte-ltd/,Modern (Singapore) Access & Equipment Pte Ltd,"""inquiry@modernsg.com.sg""",+65  62656558,+65  62645568,7 Chia Ping Rd S(619972),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/mastermark-pte-ltd-ubi-road-/,Mastermark Pte Ltd (Ubi Road),"""info@mastermark.com.sg""",+65  67416880,+65  67416881,61 Ubi Rd 1 #04-01 Oxley Bizhub S(408727),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/mhe-demag-s-pte-ltd/,MHE-Demag (S) Pte Ltd,"""info_mhe@mhe-demag.com""",+65  63053500,+65  68621933,33 Gul Circle   S(629570),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/master-scaffolds-pte-ltd/,Master Scaffolds Pte Ltd,"""smpl.scaffold@gmail.com""",+65  63927702,+65  63927703,145 Tuas View Sq  Westlink Techpark S(637749),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/lian-hup-brothers-pte-ltd/,Lian Hup Brothers Pte Ltd,"""info@lhb.com.sg""",+65  63670625,+65  63679959,18 Kranji Rd S(739461),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/manitou-asia-pte-ltd/,Manitou Asia Pte Ltd,"""info@manitouasia.com""",+65 68620771,+65 68620216,16 Neythal Rd S(628581),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/keppel-sea-scan-pte-ltd/,Keppel Sea Scan Pte Ltd,"""sscan123@keppelseascan.com""",+65  62626100,+65  62621231,55 Gul Rd Level 5  S(629353),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/jsk-engineering-sdn-bhd/,JSK Engineering Sdn Bhd,"""jskesb@po.jaring.my""",+603 58828993,+603 58828991,"No.45 Jalan Layang Layang 3, Bandar Puchong Jaya 47100 Puchong, Selangor  Malaysia",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/leeden-ltd/,Leeden Ltd,"""sgsales.safety@leedenlimited.com""",+65  62681221,+65  62682838,1 SHIPYARD RD S(628128),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/john-chen-singapore-pte-ltd/,John Chen (Singapore) Pte Ltd,"""info@johnchen.sg""",+65  62852122,+65  62853068,6 Little Rd   S(536984),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/jpn-industrial-trading-pte-ltd/,JPN Industrial Trading Pte Ltd,"""sales@jpn.sg""",+65 62889991,+65 62805725,13A Pandan Cres S(128478),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/work-platform-elevating/page/3/
http://www.thegreenbook.com/companies/ever-win-enterprises-pte-ltd/,Ever Win Enterprises Pte Ltd,"""info@everwin.com.sg""",+65 62216810,+65 62209293,73 Tiong Bahru Rd S(168725),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/ernestly-trading-enterprise/,Ernestly Trading Enterprise,"""ernestlytrading@yahoo.com.sg""",+65 63981308,+65 65873794,19 Woodlands Ind Pk E1 #02-04 S(757719),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/entrepot-mktg-pte-ltd/,Entrepot Mktg Pte Ltd,"""sales@entrepot.com.sg""",+65  67433388,+65  67431905,26 Kaki Bt Cres #04-00 Kaki Bt Techpark 1 S(416257),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/faco-abrasive-industrial-sdn-bhd/,Faco Abrasive Industrial Sdn Bhd,"""info@facoabrasive.com""",+603 89486258,+603 89485258,"No. 71 Jln PBS 14/2 Tmn Perindustrian Bt Serdang 43300 Seri Kembangan, Selangor  Malaysia",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/ee-zone-trading-pte-ltd/,Ee Zone Trading Pte Ltd,"""eezone2@yahoo.com.sg""",+65 65154333,+65 65153140,42 Tuas View Pl Link Point Pl S(637543),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/engis-asia-pacific-pte-ltd/,Engis Asia Pacific Pte Ltd,"""sales@engis.com.sg""",+65  67451923,+65  67452907,8 Kaki Bt Rd 2 #03-04 Ruby Warehouse Complex S(417841),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/durasiv-far-east-pte-ltd/,Durasiv Far East Pte Ltd,"""sales@durasiv.com.sg""",+65  67411110,+65  67413882,8 Kaki Bt Rd 2 #03-13/14 Ruby Warehouse Complex S(417841),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/de-feng-hardware-engineering/,De Feng Hardware & Engineering,"""gs@defenghardware.com""",+65  67555411,+65  62573783,20 Woodlands Link #01-38 Woodlands East Ind Est S(738733),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/cts-pacific-pte-ltd/,CTS Pacific Pte Ltd,"""sales@ctsp.com.sg""",+65  68912620,+65  68913188,63 Hillview Ave #04-15 Lam Soon Ind Bldg S(669569),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/clemco-international-gmbh-tuas-cove-/,Clemco International Gmbh (Tuas Cove),"""sales@clemco.com.sg""",+65  67924802,+65  67924225,49C Tuas Sth Ave 1  Tuas Cove Ind Centre S(637253),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/4/
http://www.thegreenbook.com/companies/chop-aik-hong-pte-ltd/,Chop Aik Hong Pte Ltd,"""cahpl@singnet.com.sg""",+65  67432828,+65  67428670,30 Kallang Pudding Rd #01-05 Valiant Ind Bldg S(349312),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/3/
http://www.thegreenbook.com/companies/blastserve-singapore-pte-ltd/,Blastserve Singapore Pte Ltd,"""vjohn@blastserv.net""",+65  62647228,+65  62647225,11 Pioneer Rd Nth #01-67 S(628462),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasives/page/3/
